T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.193985818E+00 1.210768912E+00 1.222663347E+00 1.233863404E+00 1.245526229E+00 1.260297961E+00 1.276468963E+00 1.295152507E+00 1.317356996E+00
295 1.181679102E+00 1.208760459E+00 1.223273569E+00 1.235215092E+00 1.247023829E+00 1.261562944E+00 1.277064664E+00 1.295132470E+00 1.316632889E+00
300 1.157044955E+00 1.202872951E+00 1.223014672E+00 1.236666645E+00 1.248977739E+00 1.263483185E+00 1.278612326E+00 1.296207085E+00 1.316947162E+00
305 1.107138887E+00 1.188875953E+00 1.220424733E+00 1.237667602E+00 1.251152744E+00 1.265874236E+00 1.280896868E+00 1.298245658E+00 1.318445582E+00
310 1.017912044E+00 1.159444884E+00 1.213159331E+00 1.237333289E+00 1.252924284E+00 1.268393848E+00 1.283630335E+00 1.301016974E+00 1.320707955E+00
315 1.013164937E+00 1.103553079E+00 1.196650483E+00 1.233944431E+00 1.253754147E+00 1.270277094E+00 1.286686054E+00 1.304001366E+00 1.323874821E+00
320 1.014835516E+00 1.010926931E+00 1.163876962E+00 1.225200955E+00 1.252836305E+00 1.272052231E+00 1.289713983E+00 1.307518977E+00 1.327636278E+00
325 1.018667409E+00 1.011050627E+00 1.105326022E+00 1.206839037E+00 1.248562861E+00 1.272625479E+00 1.292101521E+00 1.310927334E+00 1.331631225E+00
330 1.025513543E+00 1.012378745E+00 1.012038314E+00 1.172863181E+00 1.238864626E+00 1.271001320E+00 1.293700272E+00 1.314106464E+00 1.335887333E+00
335 1.036434744E+00 1.015302503E+00 1.009253577E+00 1.114841248E+00 1.219949485E+00 1.266182125E+00 1.293817350E+00 1.316690731E+00 1.339673934E+00
340 1.052457264E+00 1.020406580E+00 1.010206613E+00 1.025944534E+00 1.186448436E+00 1.254417852E+00 1.291787737E+00 1.318036539E+00 1.342876290E+00
