Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.153679736E+00 1.130506833E+00 2.317290300E-02 1.147254106E+00 1.129418414E+00 1.783569200E-02
1.000000000E+01 295 1.149359290E+00 1.136243095E+00 1.311619500E-02 1.148001458E+00 1.134831466E+00 1.316999200E-02
1.000000000E+01 300 1.151946100E+00 1.141622161E+00 1.032393900E-02 1.150274134E+00 1.137928899E+00 1.234523500E-02
1.000000000E+01 305 1.141735087E+00 1.141810590E+00 -7.550300000E-05 1.139991154E+00 1.137070333E+00 2.920821000E-03
1.000000000E+01 310 1.118156729E+00 1.142121675E+00 -2.396494600E-02 1.116495752E+00 1.139532473E+00 -2.303672100E-02
1.000000000E+01 315 1.105597236E+00 1.145642285E+00 -4.004504900E-02 1.104091719E+00 1.142472952E+00 -3.838123300E-02
1.000000000E+01 320 1.083155865E+00 1.143035482E+00 -5.987961700E-02 1.081563502E+00 1.139609291E+00 -5.804578900E-02
1.000000000E+01 325 1.022042904E+00 1.121607070E+00 -9.956416600E-02 1.020744767E+00 1.118649512E+00 -9.790474500E-02
1.000000000E+01 330 1.009596639E+00 1.085443880E+00 -7.584724100E-02 1.009990719E+00 1.083464303E+00 -7.347358400E-02
1.000000000E+01 335 1.006300441E+00 1.061077102E+00 -5.477666100E-02 1.005739356E+00 1.059283513E+00 -5.354415700E-02
1.000000000E+01 340 1.007194388E+00 1.008731636E+00 -1.537248000E-03 1.006756224E+00 1.007856322E+00 -1.100098000E-03
1.016672606E+01 290 1.153690372E+00 1.130514533E+00 2.317583900E-02 1.149253932E+00 1.129770883E+00 1.948304900E-02
1.016672606E+01 295 1.149374840E+00 1.136251959E+00 1.312288100E-02 1.148446769E+00 1.135286781E+00 1.315998800E-02
1.016672606E+01 300 1.151972530E+00 1.141632089E+00 1.034044100E-02 1.150828893E+00 1.139444291E+00 1.138460200E-02
1.016672606E+01 305 1.141765786E+00 1.141846336E+00 -8.055000000E-05 1.140572329E+00 1.138424579E+00 2.147750000E-03
1.016672606E+01 310 1.118332863E+00 1.142132589E+00 -2.379972600E-02 1.117192193E+00 1.140357275E+00 -2.316508200E-02
1.016672606E+01 315 1.105628408E+00 1.145654649E+00 -4.002624100E-02 1.104597360E+00 1.143478630E+00 -3.888127000E-02
1.016672606E+01 320 1.083502926E+00 1.143022514E+00 -5.951958800E-02 1.082490184E+00 1.140551484E+00 -5.806130000E-02
1.016672606E+01 325 1.022557956E+00 1.121623764E+00 -9.906580800E-02 1.021660603E+00 1.119587839E+00 -9.792723600E-02
1.016672606E+01 330 1.009695325E+00 1.085490658E+00 -7.579533300E-02 1.009909628E+00 1.084087706E+00 -7.417807800E-02
1.016672606E+01 335 1.006299740E+00 1.061166427E+00 -5.486668700E-02 1.005981740E+00 1.059851775E+00 -5.387003500E-02
1.016672606E+01 340 1.007188539E+00 1.008709887E+00 -1.521348000E-03 1.006880019E+00 1.008119458E+00 -1.239439000E-03
1.033324570E+01 290 1.153705852E+00 1.130525877E+00 2.317997500E-02 1.150778209E+00 1.130018196E+00 2.076001300E-02
1.033324570E+01 295 1.149397469E+00 1.136264802E+00 1.313266700E-02 1.148763703E+00 1.135605551E+00 1.315815200E-02
1.033324570E+01 300 1.152010715E+00 1.141646306E+00 1.036440900E-02 1.151229193E+00 1.140606298E+00 1.062289500E-02
1.033324570E+01 305 1.141810493E+00 1.141898746E+00 -8.825300000E-05 1.140994604E+00 1.139464630E+00 1.529974000E-03
1.033324570E+01 310 1.118589184E+00 1.142148012E+00 -2.355882800E-02 1.117805813E+00 1.140932845E+00 -2.312703200E-02
1.033324570E+01 315 1.105673053E+00 1.145635272E+00 -3.996221900E-02 1.104967861E+00 1.144132949E+00 -3.916508800E-02
1.033324570E+01 320 1.083869512E+00 1.143013406E+00 -5.914389400E-02 1.083184269E+00 1.141386663E+00 -5.820239400E-02
1.033324570E+01 325 1.023302882E+00 1.121654083E+00 -9.835120100E-02 1.022666568E+00 1.120221569E+00 -9.755500100E-02
1.033324570E+01 330 1.010164809E+00 1.085547760E+00 -7.538295100E-02 1.009292248E+00 1.084589510E+00 -7.529726200E-02
1.033324570E+01 335 1.006298822E+00 1.061430251E+00 -5.513142900E-02 1.006021758E+00 1.060424698E+00 -5.440294000E-02
1.033324570E+01 340 1.007180143E+00 1.008110888E+00 -9.307450000E-04 1.006964948E+00 1.008346967E+00 -1.382019000E-03
1.049996187E+01 290 1.153728357E+00 1.130542334E+00 2.318602300E-02 1.151954679E+00 1.130195912E+00 2.175876700E-02
1.049996187E+01 295 1.149430375E+00 1.136283687E+00 1.314668800E-02 1.148997798E+00 1.135833668E+00 1.316413000E-02
1.049996187E+01 300 1.152066520E+00 1.141109389E+00 1.095713100E-02 1.151532759E+00 1.141084638E+00 1.044812100E-02
1.049996187E+01 305 1.141875963E+00 1.141975569E+00 -9.960600000E-05 1.141318537E+00 1.140261223E+00 1.057314000E-03
1.049996187E+01 310 1.118960459E+00 1.142171159E+00 -2.321070000E-02 1.118421863E+00 1.141340260E+00 -2.291839700E-02
1.049996187E+01 315 1.105737802E+00 1.145582900E+00 -3.984509800E-02 1.105255688E+00 1.144559955E+00 -3.930426700E-02
1.049996187E+01 320 1.084401025E+00 1.143040145E+00 -5.863912000E-02 1.083927393E+00 1.141918702E+00 -5.799130900E-02
1.049996187E+01 325 1.024362530E+00 1.121727494E+00 -9.736496400E-02 1.023915664E+00 1.120743557E+00 -9.682789300E-02
1.049996187E+01 330 1.010040145E+00 1.085683362E+00 -7.564321700E-02 1.009735133E+00 1.085017841E+00 -7.528270800E-02
1.049996187E+01 335 1.006297707E+00 1.061815259E+00 -5.551755200E-02 1.006096911E+00 1.061106180E+00 -5.500926900E-02
1.049996187E+01 340 1.007168209E+00 1.008701057E+00 -1.532848000E-03 1.007019208E+00 1.008484710E+00 -1.465502000E-03
1.066670514E+01 290 1.153761008E+00 1.130566106E+00 2.319490200E-02 1.152906611E+00 1.130329810E+00 2.257680100E-02
1.066670514E+01 295 1.149478004E+00 1.136310484E+00 1.316752000E-02 1.149182820E+00 1.136003417E+00 1.317940300E-02
1.066670514E+01 300 1.152146598E+00 1.141696675E+00 1.044992300E-02 1.151782117E+00 1.141300226E+00 1.048189100E-02
1.066670514E+01 305 1.141970151E+00 1.142088096E+00 -1.179450000E-04 1.141589403E+00 1.140887882E+00 7.015210000E-04
1.066670514E+01 310 1.119495236E+00 1.142204477E+00 -2.270924100E-02 1.119124091E+00 1.141636635E+00 -2.251254400E-02
1.066670514E+01 315 1.105831545E+00 1.145579963E+00 -3.974841800E-02 1.105502045E+00 1.144881496E+00 -3.937945100E-02
1.066670514E+01 320 1.085082030E+00 1.143088746E+00 -5.800671600E-02 1.084781654E+00 1.142312722E+00 -5.753106800E-02
1.066670514E+01 325 1.025893749E+00 1.121867162E+00 -9.597341300E-02 1.025576663E+00 1.121184807E+00 -9.560814400E-02
1.066670514E+01 330 1.009925265E+00 1.085889034E+00 -7.596376900E-02 1.010393290E+00 1.085424381E+00 -7.503109100E-02
1.066670514E+01 335 1.006296550E+00 1.062344635E+00 -5.604808500E-02 1.006230313E+00 1.061852441E+00 -5.562212800E-02
1.066670514E+01 340 1.007151512E+00 1.008904565E+00 -1.753053000E-03 1.007048727E+00 1.008657830E+00 -1.609103000E-03
1.083333839E+01 290 1.153808134E+00 1.130600658E+00 2.320747600E-02 1.153651492E+00 1.130439483E+00 2.321200900E-02
1.083333839E+01 295 1.149546749E+00 1.136350444E+00 1.319630500E-02 1.149345327E+00 1.136140946E+00 1.320438100E-02
1.083333839E+01 300 1.152261948E+00 1.141742256E+00 1.051969200E-02 1.152013057E+00 1.141470824E+00 1.054223300E-02
1.083333839E+01 305 1.142105428E+00 1.142252790E+00 -1.473620000E-04 1.141845270E+00 1.141414558E+00 4.307120000E-04
1.083333839E+01 310 1.120258986E+00 1.142130736E+00 -2.187175000E-02 1.120002225E+00 1.141740162E+00 -2.173793700E-02
1.083333839E+01 315 1.105965832E+00 1.145592846E+00 -3.962701400E-02 1.105740540E+00 1.145115662E+00 -3.937512200E-02
1.083333839E+01 320 1.085849861E+00 1.143210107E+00 -5.736024600E-02 1.085641374E+00 1.142669083E+00 -5.702770900E-02
1.083333839E+01 325 1.028090680E+00 1.122070438E+00 -9.397975800E-02 1.027862336E+00 1.121594560E+00 -9.373222400E-02
1.083333839E+01 330 1.010026272E+00 1.086185400E+00 -7.615912800E-02 1.009871857E+00 1.085858408E+00 -7.598655100E-02
1.083333839E+01 335 1.006307477E+00 1.062998743E+00 -5.669126600E-02 1.006218412E+00 1.062655655E+00 -5.643724300E-02
1.083333839E+01 340 1.007128710E+00 1.008906985E+00 -1.778275000E-03 1.007058028E+00 1.008756026E+00 -1.697998000E-03
1.100000000E+01 290 1.153875665E+00 1.130650360E+00 2.322530500E-02 1.153768821E+00 1.130540415E+00 2.322840600E-02
1.100000000E+01 295 1.149644828E+00 1.136407246E+00 1.323758200E-02 1.149507365E+00 1.136264299E+00 1.324306600E-02
1.100000000E+01 300 1.152426357E+00 1.141806309E+00 1.062004800E-02 1.152256321E+00 1.141621019E+00 1.063530200E-02
1.100000000E+01 305 1.142297683E+00 1.142493481E+00 -1.957980000E-04 1.142119848E+00 1.141907502E+00 2.123460000E-04
1.100000000E+01 310 1.121336717E+00 1.142139793E+00 -2.080307600E-02 1.121158108E+00 1.141873558E+00 -2.071545000E-02
1.100000000E+01 315 1.106157093E+00 1.145672476E+00 -3.951538300E-02 1.106002978E+00 1.145345950E+00 -3.934297200E-02
1.100000000E+01 320 1.087397182E+00 1.143378522E+00 -5.598134000E-02 1.087242759E+00 1.142998483E+00 -5.575572400E-02
1.100000000E+01 325 1.032531004E+00 1.122351451E+00 -8.982044700E-02 1.032364426E+00 1.122019050E+00 -8.965462400E-02
1.100000000E+01 330 1.009644626E+00 1.086602272E+00 -7.695764600E-02 1.010046002E+00 1.086369320E+00 -7.632331800E-02
1.100000000E+01 335 1.006320264E+00 1.063936492E+00 -5.761622800E-02 1.006266697E+00 1.063685972E+00 -5.741927500E-02
1.100000000E+01 340 1.007098704E+00 1.009018794E+00 -1.920090000E-03 1.007050148E+00 1.007752203E+00 -7.020550000E-04
1.116672606E+01 290 1.153971627E+00 1.130721508E+00 2.325011900E-02 1.153898720E+00 1.130646502E+00 2.325221800E-02
1.116672606E+01 295 1.149783386E+00 1.136489025E+00 1.329436100E-02 1.149689547E+00 1.136391461E+00 1.329808600E-02
1.116672606E+01 300 1.152656982E+00 1.141755831E+00 1.090115100E-02 1.152540712E+00 1.141771796E+00 1.076891600E-02
1.116672606E+01 305 1.142567606E+00 1.142844571E+00 -2.769650000E-04 1.142445916E+00 1.142433124E+00 1.279200000E-05
1.116672606E+01 310 1.124065589E+00 1.142241372E+00 -1.817578300E-02 1.123914410E+00 1.142059197E+00 -1.814478700E-02
1.116672606E+01 315 1.106424569E+00 1.145813611E+00 -3.938904200E-02 1.106319052E+00 1.145589687E+00 -3.927063500E-02
1.116672606E+01 320 1.088025620E+00 1.143590726E+00 -5.556510600E-02 1.087934758E+00 1.143320707E+00 -5.538594900E-02
1.116672606E+01 325 1.036772511E+00 1.122742072E+00 -8.596956100E-02 1.036647356E+00 1.122505593E+00 -8.585823700E-02
1.116672606E+01 330 1.010192799E+00 1.087192224E+00 -7.699942500E-02 1.006986234E+00 1.087023579E+00 -8.003734500E-02
1.116672606E+01 335 1.006359525E+00 1.064695874E+00 -5.833634900E-02 1.006314440E+00 1.064546278E+00 -5.823183800E-02
1.116672606E+01 340 1.007061553E+00 1.009261559E+00 -2.200006000E-03 1.007028167E+00 1.009122778E+00 -2.094611000E-03
1.133324570E+01 290 1.154105280E+00 1.130821482E+00 2.328379800E-02 1.154055562E+00 1.130770311E+00 2.328525100E-02
1.133324570E+01 295 1.149975935E+00 1.136604592E+00 1.337134300E-02 1.149911811E+00 1.136538004E+00 1.337380700E-02
1.133324570E+01 300 1.152974908E+00 1.142028927E+00 1.094598100E-02 1.152895326E+00 1.141942479E+00 1.095284700E-02
1.133324570E+01 305 1.142938877E+00 1.143356166E+00 -4.172890000E-04 1.142855493E+00 1.143064845E+00 -2.093520000E-04
1.133324570E+01 310 1.128890199E+00 1.142490104E+00 -1.359990500E-02 1.128796858E+00 1.142261361E+00 -1.346450300E-02
1.133324570E+01 315 1.106792261E+00 1.145998263E+00 -3.920600200E-02 1.106719861E+00 1.145844536E+00 -3.912467500E-02
1.133324570E+01 320 1.088347306E+00 1.143883475E+00 -5.553616900E-02 1.088284771E+00 1.143688733E+00 -5.540396200E-02
1.133324570E+01 325 1.042569465E+00 1.123284493E+00 -8.071502800E-02 1.042472786E+00 1.123113622E+00 -8.064083600E-02
1.133324570E+01 330 1.009979140E+00 1.088014355E+00 -7.803521500E-02 1.010302408E+00 1.087889692E+00 -7.758728400E-02
1.133324570E+01 335 1.006542774E+00 1.065680746E+00 -5.913797200E-02 1.006412196E+00 1.065561667E+00 -5.914947100E-02
1.133324570E+01 340 1.007020240E+00 1.009211593E+00 -2.191353000E-03 1.006997198E+00 1.009161986E+00 -2.164788000E-03
1.149996187E+01 290 1.154288823E+00 1.130960527E+00 2.332829600E-02 1.154254865E+00 1.130925576E+00 2.332928900E-02
1.149996187E+01 295 1.150237679E+00 1.136765850E+00 1.347182900E-02 1.150193821E+00 1.136720334E+00 1.347348700E-02
1.149996187E+01 300 1.153402506E+00 1.142211895E+00 1.119061100E-02 1.153347754E+00 1.142152748E+00 1.119500600E-02
1.149996187E+01 305 1.143997110E+00 1.144096062E+00 -9.895200000E-05 1.143939559E+00 1.143887122E+00 5.243700000E-05
1.149996187E+01 310 1.130219748E+00 1.143100037E+00 -1.288028900E-02 1.130136681E+00 1.142911210E+00 -1.277452900E-02
1.149996187E+01 315 1.109023589E+00 1.146228935E+00 -3.720534600E-02 1.108961389E+00 1.146123052E+00 -3.716166300E-02
1.149996187E+01 320 1.088780043E+00 1.144276763E+00 -5.549672000E-02 1.088734612E+00 1.144133626E+00 -5.539901400E-02
1.149996187E+01 325 1.050245892E+00 1.124019494E+00 -7.377360200E-02 1.050168760E+00 1.123893626E+00 -7.372486600E-02
1.149996187E+01 330 1.011419044E+00 1.089726465E+00 -7.830742100E-02 1.011833237E+00 1.089596171E+00 -7.776293400E-02
1.149996187E+01 335 1.006660257E+00 1.067176880E+00 -6.051662300E-02 1.006637036E+00 1.068763292E+00 -6.212625600E-02
1.149996187E+01 340 1.006983698E+00 1.009333438E+00 -2.349740000E-03 1.006967664E+00 1.009371868E+00 -2.404204000E-03
1.166670514E+01 290 1.154533394E+00 1.131148851E+00 2.338454300E-02 1.154510194E+00 1.131124968E+00 2.338522600E-02
1.166670514E+01 295 1.152006525E+00 1.136985429E+00 1.502109600E-02 1.151829089E+00 1.136954312E+00 1.487477700E-02
1.166670514E+01 300 1.153957567E+00 1.142462758E+00 1.149480900E-02 1.153920081E+00 1.142422239E+00 1.149784200E-02
1.166670514E+01 305 1.147235371E+00 1.145161578E+00 2.073793000E-03 1.147193393E+00 1.145008919E+00 2.184474000E-03
1.166670514E+01 310 1.131176940E+00 1.143979790E+00 -1.280285000E-02 1.131114020E+00 1.143842299E+00 -1.272827900E-02
1.166670514E+01 315 1.114199968E+00 1.146548067E+00 -3.234809900E-02 1.114142440E+00 1.146474811E+00 -3.233237100E-02
1.166670514E+01 320 1.091037619E+00 1.144786782E+00 -5.374916300E-02 1.091000473E+00 1.144679274E+00 -5.367880100E-02
1.166670514E+01 325 1.059972670E+00 1.124982935E+00 -6.501026500E-02 1.059909397E+00 1.124888107E+00 -6.497871000E-02
1.166670514E+01 330 1.013330186E+00 1.093095490E+00 -7.976530400E-02 1.007515141E+00 1.092994839E+00 -8.547969800E-02
1.166670514E+01 335 1.006971149E+00 1.070497333E+00 -6.352618400E-02 1.006951938E+00 1.070434711E+00 -6.348277300E-02
1.166670514E+01 340 1.006971019E+00 1.009619810E+00 -2.648791000E-03 1.006959685E+00 1.009500663E+00 -2.540978000E-03
1.183333839E+01 290 1.154848106E+00 1.131395633E+00 2.345247300E-02 1.154832237E+00 1.131379299E+00 2.345293800E-02
1.183333839E+01 295 1.154528839E+00 1.137276240E+00 1.725259900E-02 1.154393770E+00 1.137254922E+00 1.713884800E-02
1.183333839E+01 300 1.154649588E+00 1.142797655E+00 1.185193300E-02 1.154623793E+00 1.142769870E+00 1.185392300E-02
1.183333839E+01 305 1.154023682E+00 1.146684820E+00 7.338862000E-03 1.153991701E+00 1.146570525E+00 7.421176000E-03
1.183333839E+01 310 1.132592736E+00 1.145239436E+00 -1.264670000E-02 1.132562189E+00 1.145136883E+00 -1.257469400E-02
1.183333839E+01 315 1.119096645E+00 1.146979480E+00 -2.788283500E-02 1.119068096E+00 1.146928545E+00 -2.786044900E-02
1.183333839E+01 320 1.098712248E+00 1.145418318E+00 -4.670607000E-02 1.098677971E+00 1.145335599E+00 -4.665762800E-02
1.183333839E+01 325 1.071588855E+00 1.126140046E+00 -5.455119100E-02 1.071535682E+00 1.126084780E+00 -5.454909800E-02
1.183333839E+01 330 1.014665055E+00 1.096913432E+00 -8.224837700E-02 1.014809440E+00 1.096849854E+00 -8.204041400E-02
1.183333839E+01 335 1.007161352E+00 1.072234603E+00 -6.507325100E-02 1.007149964E+00 1.072202504E+00 -6.505254000E-02
1.183333839E+01 340 1.007015583E+00 1.009753849E+00 -2.738266000E-03 1.007007914E+00 1.009739779E+00 -2.731865000E-03
1.200000000E+01 290 1.155234878E+00 1.131706390E+00 2.352848800E-02 1.155224014E+00 1.131695204E+00 2.352881000E-02
1.200000000E+01 295 1.158050950E+00 1.137646018E+00 2.040493200E-02 1.157944599E+00 1.137631412E+00 2.031318700E-02
1.200000000E+01 300 1.155469473E+00 1.143228197E+00 1.224127600E-02 1.154824835E+00 1.143209088E+00 1.161574700E-02
1.200000000E+01 305 1.157538650E+00 1.148386945E+00 9.151705000E-03 1.157516672E+00 1.148362688E+00 9.153984000E-03
1.200000000E+01 310 1.138257311E+00 1.147024138E+00 -8.766827000E-03 1.139043070E+00 1.146945318E+00 -7.902248000E-03
1.200000000E+01 315 1.122958090E+00 1.147544180E+00 -2.458609000E-02 1.122938257E+00 1.147508570E+00 -2.457031300E-02
1.200000000E+01 320 1.107382547E+00 1.146157831E+00 -3.877528400E-02 1.107354476E+00 1.146092723E+00 -3.873824700E-02
