Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.159576573E+00 1.132804441E+00 2.677213200E-02 1.152309419E+00 1.131275726E+00 2.103369300E-02
1.000000000E+01 295 1.156304023E+00 1.138672382E+00 1.763164100E-02 1.154296949E+00 1.136453717E+00 1.784323200E-02
1.000000000E+01 300 1.161431919E+00 1.141345767E+00 2.008615200E-02 1.158899999E+00 1.135174093E+00 2.372590600E-02
1.000000000E+01 305 1.164895703E+00 1.140589954E+00 2.430574900E-02 1.161785234E+00 1.137663097E+00 2.412213700E-02
1.000000000E+01 310 1.164321301E+00 1.145702475E+00 1.861882600E-02 1.160828250E+00 1.142035219E+00 1.879303100E-02
1.000000000E+01 315 1.143124363E+00 1.150312772E+00 -7.188409000E-03 1.139377003E+00 1.146796435E+00 -7.419432000E-03
1.000000000E+01 320 1.128516439E+00 1.154193337E+00 -2.567689800E-02 1.125752141E+00 1.148678515E+00 -2.292637400E-02
1.000000000E+01 325 1.109965040E+00 1.156643213E+00 -4.667817300E-02 1.106902879E+00 1.150071854E+00 -4.316897500E-02
1.000000000E+01 330 1.084950398E+00 1.146220427E+00 -6.127002900E-02 1.083971759E+00 1.141157849E+00 -5.718609000E-02
1.000000000E+01 335 1.015437975E+00 1.122598467E+00 -1.071604920E-01 1.015371863E+00 1.116333158E+00 -1.009612950E-01
1.000000000E+01 340 1.006426461E+00 1.100002665E+00 -9.357620400E-02 1.005913954E+00 1.091715682E+00 -8.580172800E-02
1.016672606E+01 290 1.159584743E+00 1.132816860E+00 2.676788300E-02 1.156084795E+00 1.131771241E+00 2.431355400E-02
1.016672606E+01 295 1.156315009E+00 1.138686588E+00 1.762842100E-02 1.154941643E+00 1.137330770E+00 1.761087300E-02
1.016672606E+01 300 1.161448400E+00 1.141402243E+00 2.004615700E-02 1.159714155E+00 1.136893156E+00 2.282099900E-02
1.016672606E+01 305 1.164921547E+00 1.140606469E+00 2.431507800E-02 1.162788442E+00 1.138598167E+00 2.419027500E-02
1.016672606E+01 310 1.164462844E+00 1.145720473E+00 1.874237100E-02 1.162059654E+00 1.143200335E+00 1.885931900E-02
1.016672606E+01 315 1.143301935E+00 1.150333295E+00 -7.031360000E-03 1.140719806E+00 1.147914588E+00 -7.194782000E-03
1.016672606E+01 320 1.128568302E+00 1.154214553E+00 -2.564625100E-02 1.126643749E+00 1.150410579E+00 -2.376683000E-02
1.016672606E+01 325 1.110172048E+00 1.156666258E+00 -4.649421000E-02 1.108058339E+00 1.152123381E+00 -4.406504200E-02
1.016672606E+01 330 1.085911922E+00 1.146245408E+00 -6.033348600E-02 1.084711305E+00 1.142745009E+00 -5.803370400E-02
1.016672606E+01 335 1.015938581E+00 1.122650145E+00 -1.067115640E-01 1.015829514E+00 1.118129980E+00 -1.023004660E-01
1.016672606E+01 340 1.006424691E+00 1.100140720E+00 -9.371602900E-02 1.006026875E+00 1.092372777E+00 -8.634590200E-02
1.033324570E+01 290 1.159596608E+00 1.132835109E+00 2.676149900E-02 1.158795430E+00 1.132120696E+00 2.667473400E-02
1.033324570E+01 295 1.156331008E+00 1.138707291E+00 1.762371700E-02 1.155392465E+00 1.137780366E+00 1.761209900E-02
1.033324570E+01 300 1.161472496E+00 1.141485040E+00 1.998745600E-02 1.160286430E+00 1.138245485E+00 2.204094500E-02
1.033324570E+01 305 1.164958863E+00 1.140630130E+00 2.432873300E-02 1.163498750E+00 1.139254911E+00 2.424383900E-02
1.033324570E+01 310 1.164668568E+00 1.145746667E+00 1.892190100E-02 1.163017595E+00 1.144019119E+00 1.899847600E-02
1.033324570E+01 315 1.143560166E+00 1.150361464E+00 -6.801298000E-03 1.141783570E+00 1.148702174E+00 -6.918604000E-03
1.033324570E+01 320 1.128644144E+00 1.154245739E+00 -2.560159500E-02 1.127280621E+00 1.151630859E+00 -2.435023800E-02
1.033324570E+01 325 1.110473570E+00 1.156699817E+00 -4.622624700E-02 1.109016335E+00 1.153571634E+00 -4.455529900E-02
1.033324570E+01 330 1.086109955E+00 1.146280367E+00 -6.017041200E-02 1.084872760E+00 1.143869438E+00 -5.899667800E-02
1.033324570E+01 335 1.016463803E+00 1.122725395E+00 -1.062615920E-01 1.016675488E+00 1.119584197E+00 -1.029087090E-01
1.033324570E+01 340 1.006421727E+00 1.100337968E+00 -9.391624100E-02 1.006184310E+00 1.093101368E+00 -8.691705800E-02
