Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.169466141E+00 1.137787406E+00 3.167873500E-02 1.157468438E+00 1.129893193E+00 2.757524500E-02
1.000000000E+01 295 1.176584684E+00 1.137283214E+00 3.930147000E-02 1.163173824E+00 1.133738660E+00 2.943516400E-02
1.000000000E+01 300 1.174032229E+00 1.142890322E+00 3.114190700E-02 1.168874880E+00 1.138356865E+00 3.051801500E-02
1.000000000E+01 305 1.180418445E+00 1.148258505E+00 3.215994000E-02 1.169404427E+00 1.142510263E+00 2.689416400E-02
1.000000000E+01 310 1.181841063E+00 1.153311108E+00 2.852995500E-02 1.169598828E+00 1.146148117E+00 2.345071100E-02
1.000000000E+01 315 1.182380575E+00 1.157943566E+00 2.443700900E-02 1.172998926E+00 1.149118360E+00 2.388056600E-02
1.000000000E+01 320 1.186529101E+00 1.162258132E+00 2.427096900E-02 1.175238591E+00 1.151510235E+00 2.372835600E-02
1.000000000E+01 325 1.188879694E+00 1.165894517E+00 2.298517700E-02 1.175584752E+00 1.153003059E+00 2.258169300E-02
1.000000000E+01 330 1.179407327E+00 1.168914409E+00 1.049291800E-02 1.164787773E+00 1.153663128E+00 1.112464500E-02
1.000000000E+01 335 1.164171149E+00 1.171103625E+00 -6.932476000E-03 1.147937845E+00 1.153329223E+00 -5.391378000E-03
1.000000000E+01 340 1.151821370E+00 1.172316453E+00 -2.049508300E-02 1.140435847E+00 1.153065010E+00 -1.262916300E-02
1.016672606E+01 290 1.169471699E+00 1.137937964E+00 3.153373500E-02 1.166308492E+00 1.132067836E+00 3.424065600E-02
1.016672606E+01 295 1.176592487E+00 1.137322259E+00 3.927022800E-02 1.164441336E+00 1.134885663E+00 2.955567300E-02
1.016672606E+01 300 1.174042260E+00 1.142933107E+00 3.110915300E-02 1.170492852E+00 1.139810436E+00 3.068241600E-02
1.016672606E+01 305 1.180432682E+00 1.148305331E+00 3.212735100E-02 1.172655498E+00 1.144336479E+00 2.831901900E-02
1.016672606E+01 310 1.181891019E+00 1.153362571E+00 2.852844800E-02 1.172078500E+00 1.148403420E+00 2.367508000E-02
1.016672606E+01 315 1.182447037E+00 1.157999610E+00 2.444742700E-02 1.175896740E+00 1.151870534E+00 2.402620600E-02
1.016672606E+01 320 1.186563856E+00 1.162318012E+00 2.424584400E-02 1.178712133E+00 1.154827325E+00 2.388480800E-02
1.016672606E+01 325 1.188928878E+00 1.165958517E+00 2.297036100E-02 1.179651068E+00 1.156938583E+00 2.271248500E-02
1.016672606E+01 330 1.179465908E+00 1.168981145E+00 1.048476300E-02 1.169563827E+00 1.158263829E+00 1.129999800E-02
1.016672606E+01 335 1.164376116E+00 1.171173209E+00 -6.797093000E-03 1.153613581E+00 1.158624150E+00 -5.010569000E-03
1.016672606E+01 340 1.151869896E+00 1.172386626E+00 -2.051673000E-02 1.144204656E+00 1.158757208E+00 -1.455255200E-02
1.033324570E+01 290 1.169479649E+00 1.138158164E+00 3.132148500E-02 1.167988696E+00 1.133867655E+00 3.412104100E-02
1.033324570E+01 295 1.176603812E+00 1.137378888E+00 3.922492400E-02 1.165322313E+00 1.135708084E+00 2.961422900E-02
1.033324570E+01 300 1.174056972E+00 1.142995594E+00 3.106137800E-02 1.171621810E+00 1.140851232E+00 3.077057800E-02
1.033324570E+01 305 1.180453380E+00 1.148373657E+00 3.207972300E-02 1.175631084E+00 1.145643594E+00 2.998749000E-02
