Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.164764845E+00 1.137816379E+00 2.694846600E-02 1.155752184E+00 1.134401583E+00 2.135060100E-02
1.000000000E+01 295 1.168416029E+00 1.140478072E+00 2.793795700E-02 1.159235434E+00 1.132901893E+00 2.633354100E-02
1.000000000E+01 300 1.168095369E+00 1.139619857E+00 2.847551200E-02 1.164397751E+00 1.136365675E+00 2.803207600E-02
1.000000000E+01 305 1.173437835E+00 1.145026653E+00 2.841118200E-02 1.167997053E+00 1.140898855E+00 2.709819800E-02
1.000000000E+01 310 1.176395154E+00 1.150295718E+00 2.609943600E-02 1.168664421E+00 1.145119531E+00 2.354489000E-02
1.000000000E+01 315 1.176100931E+00 1.154932069E+00 2.116886200E-02 1.170201507E+00 1.148539696E+00 2.166181100E-02
1.000000000E+01 320 1.166176702E+00 1.159168429E+00 7.008273000E-03 1.159561215E+00 1.151372675E+00 8.188540000E-03
1.000000000E+01 325 1.156788216E+00 1.162567235E+00 -5.779019000E-03 1.149807667E+00 1.156315560E+00 -6.507893000E-03
1.000000000E+01 330 1.137089567E+00 1.165245637E+00 -2.815607000E-02 1.130167162E+00 1.154179164E+00 -2.401200200E-02
1.000000000E+01 335 1.117222618E+00 1.166167382E+00 -4.894476400E-02 1.112057131E+00 1.153389070E+00 -4.133193900E-02
1.000000000E+01 340 1.102870719E+00 1.148992635E+00 -4.612191600E-02 1.097810089E+00 1.136791288E+00 -3.898119900E-02
1.016672606E+01 290 1.164771508E+00 1.137837859E+00 2.693364900E-02 1.161933536E+00 1.136358229E+00 2.557530700E-02
1.016672606E+01 295 1.168509010E+00 1.140569560E+00 2.793945000E-02 1.160158924E+00 1.134968319E+00 2.519060500E-02
1.016672606E+01 300 1.168107895E+00 1.139644006E+00 2.846388900E-02 1.165569968E+00 1.137409189E+00 2.816077900E-02
1.016672606E+01 305 1.173455853E+00 1.145053755E+00 2.840209800E-02 1.170272856E+00 1.142214008E+00 2.805884800E-02
1.016672606E+01 310 1.176434233E+00 1.150325997E+00 2.610823600E-02 1.170405552E+00 1.146757687E+00 2.364786500E-02
1.016672606E+01 315 1.176131280E+00 1.154965093E+00 2.116618700E-02 1.172025362E+00 1.150548044E+00 2.147731800E-02
1.016672606E+01 320 1.166620526E+00 1.159203800E+00 7.416726000E-03 1.162005264E+00 1.153802830E+00 8.202434000E-03
1.016672606E+01 325 1.156837605E+00 1.162605218E+00 -5.767613000E-03 1.152008771E+00 1.156103661E+00 -4.094890000E-03
1.016672606E+01 330 1.137285503E+00 1.165285711E+00 -2.800020800E-02 1.132476082E+00 1.157570754E+00 -2.509467200E-02
1.016672606E+01 335 1.117258455E+00 1.166208279E+00 -4.894982400E-02 1.113686515E+00 1.157268590E+00 -4.358207500E-02
