Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.173894512E+00 1.132197706E+00 4.169680600E-02 1.159928807E+00 1.126519885E+00 3.340892200E-02
1.000000000E+01 295 1.181572616E+00 1.136146502E+00 4.542611400E-02 1.162230991E+00 1.131378951E+00 3.085204000E-02
1.000000000E+01 300 1.186480171E+00 1.141834181E+00 4.464599000E-02 1.159415186E+00 1.135739998E+00 2.367518800E-02
1.000000000E+01 305 1.186566795E+00 1.147278171E+00 3.928862400E-02 1.168386562E+00 1.139583322E+00 2.880324000E-02
1.000000000E+01 310 1.189055495E+00 1.152356538E+00 3.669895700E-02 1.152988051E+00 1.142771852E+00 1.021619900E-02
1.000000000E+01 315 1.192214681E+00 1.157049090E+00 3.516559100E-02 1.140592265E+00 1.145271399E+00 -4.679134000E-03
1.000000000E+01 320 1.195821210E+00 1.161269652E+00 3.455155800E-02 1.179273917E+00 1.146992329E+00 3.228158800E-02
1.000000000E+01 325 1.200305798E+00 1.164951859E+00 3.535393900E-02 1.154556864E+00 1.147884272E+00 6.672592000E-03
1.000000000E+01 330 1.203448852E+00 1.168067547E+00 3.538130500E-02 1.180277640E+00 1.147943112E+00 3.233452800E-02
1.000000000E+01 335 1.204815328E+00 1.170576763E+00 3.423856500E-02 1.174463201E+00 1.147162834E+00 2.730036700E-02
1.000000000E+01 340 1.192129193E+00 1.172625513E+00 1.950368000E-02 1.161288024E+00 1.149855122E+00 1.143290200E-02
1.016672606E+01 290 1.173899126E+00 1.132394592E+00 4.150453400E-02 1.163570955E+00 1.127736785E+00 3.583417000E-02
1.016672606E+01 295 1.181579048E+00 1.136218938E+00 4.536011000E-02 1.165245254E+00 1.132930464E+00 3.231479000E-02
1.016672606E+01 300 1.186597726E+00 1.141912937E+00 4.468478900E-02 1.173881521E+00 1.137697922E+00 3.618359900E-02
1.016672606E+01 305 1.186578283E+00 1.147362533E+00 3.921575000E-02 1.174080420E+00 1.142023611E+00 3.205680900E-02
1.016672606E+01 310 1.189118254E+00 1.152447017E+00 3.667123700E-02 1.164627478E+00 1.145772631E+00 1.885484700E-02
1.016672606E+01 315 1.192296883E+00 1.157145149E+00 3.515173400E-02 1.161535884E+00 1.148909824E+00 1.262606000E-02
1.016672606E+01 320 1.195848274E+00 1.161372419E+00 3.447585500E-02 1.184248050E+00 1.151343093E+00 3.290495700E-02
1.016672606E+01 325 1.200342516E+00 1.165059736E+00 3.528278000E-02 1.171458495E+00 1.153008919E+00 1.844957600E-02
1.016672606E+01 330 1.203498095E+00 1.168180901E+00 3.531719400E-02 1.187087904E+00 1.153892209E+00 3.319569500E-02
1.016672606E+01 335 1.204883116E+00 1.170693727E+00 3.418938900E-02 1.182556706E+00 1.153968877E+00 2.858782900E-02
1.016672606E+01 340 1.192345999E+00 1.172753884E+00 1.959211500E-02 1.171080603E+00 1.156516503E+00 1.456410000E-02
1.033324570E+01 290 1.173905637E+00 1.132682074E+00 4.122356300E-02 1.171638692E+00 1.128628315E+00 4.301037700E-02
1.033324570E+01 295 1.181588354E+00 1.136323471E+00 4.526488300E-02 1.167355260E+00 1.134062619E+00 3.329264100E-02
1.033324570E+01 300 1.186770030E+00 1.142025417E+00 4.474461300E-02 1.175766247E+00 1.139121946E+00 3.664430100E-02
1.033324570E+01 305 1.186595008E+00 1.147484714E+00 3.911029400E-02 1.176813720E+00 1.143798609E+00 3.301511100E-02
1.033324570E+01 310 1.189210256E+00 1.152578339E+00 3.663191700E-02 1.177203432E+00 1.147958188E+00 2.924524400E-02
1.033324570E+01 315 1.192417336E+00 1.157285663E+00 3.513167300E-02 1.174500071E+00 1.151568017E+00 2.293205400E-02
1.033324570E+01 320 1.195887599E+00 1.161521217E+00 3.436638200E-02 1.187823967E+00 1.154534653E+00 3.328931400E-02
1.033324570E+01 325 1.200396072E+00 1.165216532E+00 3.517954000E-02 1.182252597E+00 1.156790351E+00 2.546224600E-02
1.033324570E+01 330 1.203571205E+00 1.168345762E+00 3.522544300E-02 1.192077945E+00 1.158313594E+00 3.376435100E-02
1.033324570E+01 335 1.204982038E+00 1.170864770E+00 3.411726800E-02 1.190253127E+00 1.159069204E+00 3.118392300E-02
1.033324570E+01 340 1.192631755E+00 1.172940276E+00 1.969147900E-02 1.177550086E+00 1.161502037E+00 1.604804900E-02
1.049996187E+01 290 1.173915043E+00 1.133100827E+00 4.081421600E-02 1.172363805E+00 1.129921694E+00 4.244211100E-02
1.049996187E+01 295 1.181601746E+00 1.136472499E+00 4.512924700E-02 1.172700445E+00 1.134921256E+00 3.777918900E-02
1.049996187E+01 300 1.187022366E+00 1.142187994E+00 4.483437200E-02 1.176936819E+00 1.140192998E+00 3.674382100E-02
1.049996187E+01 305 1.186619493E+00 1.147659884E+00 3.895960900E-02 1.180632096E+00 1.145123036E+00 3.550906000E-02
1.049996187E+01 310 1.189345049E+00 1.152767010E+00 3.657803900E-02 1.182084928E+00 1.149581267E+00 3.250366100E-02
1.049996187E+01 315 1.192593734E+00 1.157487944E+00 3.510579000E-02 1.185300501E+00 1.153536806E+00 3.176369500E-02
1.049996187E+01 320 1.195945282E+00 1.161736210E+00 3.420907200E-02 1.190373411E+00 1.156896460E+00 3.347695100E-02
1.049996187E+01 325 1.200473980E+00 1.165444161E+00 3.502981900E-02 1.193413702E+00 1.159591255E+00 3.382244700E-02
1.049996187E+01 330 1.203677074E+00 1.168584288E+00 3.509278600E-02 1.195690861E+00 1.161594752E+00 3.409610900E-02
1.049996187E+01 335 1.205126128E+00 1.171113904E+00 3.401222400E-02 1.195844754E+00 1.162868387E+00 3.297636700E-02
1.049996187E+01 340 1.193046027E+00 1.173210669E+00 1.983535800E-02 1.180775669E+00 1.165220452E+00 1.555521700E-02
