T nFsrh nFBsrh dnsrh nF nFB dn
290 1.144246025E+00 1.180875203E+0 -3.662917800E-02 1.144246025E+00 1.180875203E+0 -3.662917800E-02
295 1.135289575E+00 1.177423678E+0 -4.213410300E-02 1.135289575E+00 1.177423678E+0 -4.213410300E-02
300 1.117769420E+00 1.174196476E+0 -5.642705600E-02 1.117769420E+00 1.174196476E+0 -5.642705600E-02
305 1.096245934E+00 1.171175443E+0 -7.492950900E-02 1.096245934E+00 1.171175443E+0 -7.492950900E-02
310 1.072668248E+00 1.168344250E+0 -9.567600200E-02 1.072668248E+00 1.168344250E+0 -9.567600200E-02
315 1.033792871E+00 1.165688181E+0 -1.318953100E-01 1.033792871E+00 1.165688181E+0 -1.318953100E-01
320 1.007929669E+00 1.163193944E+0 -1.552642750E-01 1.007929669E+00 1.163193944E+0 -1.552642750E-01
325 1.007189979E+00 1.160849507E+0 -1.536595280E-01 1.007189979E+00 1.160849507E+0 -1.536595280E-01
330 1.008153893E+00 1.158643959E+0 -1.504900660E-01 1.008153893E+00 1.158643959E+0 -1.504900660E-01
335 1.010357508E+00 1.156567383E+0 -1.462098750E-01 1.010357508E+00 1.156567383E+0 -1.462098750E-01
340 1.017819021E+00 1.154610750E+0 -1.367917290E-01 1.017819021E+00 1.154610750E+0 -1.367917290E-01
