T nFsrh nFBsrh dnsrh nF nFB dn
290 1.149209631E+00 1.058231240E+0 9.097839100E-02 1.149209631E+00 1.058231240E+0 9.097839100E-02
295 1.152820219E+00 1.046828356E+0 1.059918630E-01 1.152820219E+00 1.046828356E+0 1.059918630E-01
300 1.144345871E+00 1.037910845E+0 1.064350260E-01 1.144345871E+00 1.037910845E+0 1.064350260E-01
305 1.125380650E+00 1.030890374E+0 9.449027600E-02 1.125380650E+00 1.030890374E+0 9.449027600E-02
310 1.109666544E+00 1.025327149E+0 8.433939500E-02 1.109666544E+00 1.025327149E+0 8.433939500E-02
315 1.084877804E+00 1.020890526E+0 6.398727800E-02 1.084877804E+00 1.020890526E+0 6.398727800E-02
320 1.055697025E+00 1.017330433E+0 3.836659200E-02 1.055697025E+00 1.017330433E+0 3.836659200E-02
325 1.010460923E+00 1.014456579E+0 -3.995656000E-03 1.010460923E+00 1.014456579E+0 -3.995656000E-03
330 1.009531637E+00 1.012123269E+0 -2.591632000E-03 1.009531637E+00 1.012123269E+0 -2.591632000E-03
335 1.010053862E+00 1.010218274E+0 -1.644120000E-04 1.010053862E+00 1.010218274E+0 -1.644120000E-04
340 1.012141502E+00 1.008654628E+0 3.486874000E-03 1.012141502E+00 1.008654628E+0 3.486874000E-03
