T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.240316060E+00 1.207846177E+00 3.246988300E-02 1.230801995E+00 1.201718754E+00 2.908324100E-02 9.514065000E-03 6.127423000E-03
295 1.242223233E+00 1.210495227E+00 3.172800600E-02 1.233235102E+00 1.204030715E+00 2.920438700E-02 8.988131000E-03 6.464512000E-03
300 1.244322046E+00 1.213152915E+00 3.116913100E-02 1.235381078E+00 1.206063823E+00 2.931725500E-02 8.940968000E-03 7.089092000E-03
305 1.246284689E+00 1.215296422E+00 3.098826700E-02 1.236923919E+00 1.207368532E+00 2.955538700E-02 9.360770000E-03 7.927890000E-03
310 1.247325616E+00 1.217514702E+00 2.981091400E-02 1.237120578E+00 1.208316124E+00 2.880445400E-02 1.020503800E-02 9.198578000E-03
315 1.246612434E+00 1.219212111E+00 2.740032300E-02 1.235207393E+00 1.208405099E+00 2.680229400E-02 1.140504100E-02 1.080701200E-02
320 1.242788056E+00 1.219735948E+00 2.305210800E-02 1.229999696E+00 1.207099808E+00 2.289988800E-02 1.278836000E-02 1.263614000E-02
325 1.233318003E+00 1.219931188E+00 1.338681500E-02 1.219298022E+00 1.205107029E+00 1.419099300E-02 1.401998100E-02 1.482415900E-02
330 1.214599080E+00 1.219139156E+00 -4.540076000E-03 1.200091682E+00 1.201933142E+00 -1.841460000E-03 1.450739800E-02 1.720601400E-02
335 1.180777705E+00 1.215978205E+00 -3.520050000E-02 1.167580787E+00 1.196558974E+00 -2.897818700E-02 1.319691800E-02 1.941923100E-02
340 1.124701602E+00 1.211115482E+00 -8.641388000E-02 1.115988907E+00 1.189700474E+00 -7.371156700E-02 8.712695000E-03 2.141500800E-02
