fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_310 001_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.064675508E-14 1.000000000E+20 1.181317654E+00 3.987724254E-15 5.425389371E-04 
001_310_SRH 001_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 8.939743575E-15 1.000000000E+20 1.183638322E+00 3.955491167E-15 6.346793347E-04 
002_310 002_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.481682992E-14 1.000000000E+20 1.182276568E+00 5.837356544E-15 5.697657470E-04 
002_310_SRH 002_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.311043477E-14 1.000000000E+20 1.183867219E+00 5.805227661E-15 6.356299089E-04 
003_310 003_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.092463008E-14 1.000000000E+20 1.183112532E+00 8.551572722E-15 5.905539791E-04 
003_310_SRH 003_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.921916171E-14 1.000000000E+20 1.184201981E+00 8.519550969E-15 6.370522440E-04 
004_310 004_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.986172253E-14 1.000000000E+20 1.183944534E+00 1.253402404E-14 6.066430776E-04 
004_310_SRH 004_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.815762630E-14 1.000000000E+20 1.184690752E+00 1.250212761E-14 6.391975158E-04 
005_310 005_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 4.291977425E-14 1.000000000E+20 1.184890992E+00 1.837637160E-14 6.197834902E-04 
005_310_SRH 005_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 4.121769256E-14 1.000000000E+20 1.185402555E+00 1.834463602E-14 6.424670038E-04 
006_310 006_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 6.195863312E-14 1.000000000E+20 1.186084017E+00 2.694546916E-14 6.317346269E-04 
006_310_SRH 006_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 6.025949296E-14 1.000000000E+20 1.186435365E+00 2.691395122E-14 6.475166030E-04 
007_310 007_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 8.963209640E-14 1.000000000E+20 1.187683883E+00 3.951077162E-14 6.444369110E-04 
007_310_SRH 007_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 8.793723241E-14 1.000000000E+20 1.187926024E+00 3.947955600E-14 6.554382843E-04 
008_310 008_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.296764516E-13 1.000000000E+20 1.189892788E+00 5.793076985E-14 6.603559861E-04 
008_310_SRH 008_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.279877616E-13 1.000000000E+20 1.190060505E+00 5.789997414E-14 6.680711153E-04 
009_310 009_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.871600947E-13 1.000000000E+20 1.191862791E+00 8.489939267E-14 6.780614565E-04 
009_310_SRH 009_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.854785227E-13 1.000000000E+20 1.191956444E+00 8.486846519E-14 6.834004310E-04 
010_310 010_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.688230439E-13 1.000000000E+20 1.193350099E+00 1.243296538E-13 6.976703631E-04 
010_310_SRH 010_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.671541730E-13 1.000000000E+20 1.193414525E+00 1.242990548E-13 7.014517980E-04 
011_310 011_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 3.833718199E-13 1.000000000E+20 1.195317868E+00 1.819537791E-13 7.258564250E-04 
011_310_SRH 011_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 3.817205847E-13 1.000000000E+20 1.195362452E+00 1.819235948E-13 7.285781390E-04 
012_310 012_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 5.404994653E-13 1.000000000E+20 1.196654219E+00 2.664572771E-13 7.608039532E-04 
012_310_SRH 012_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 5.388704094E-13 1.000000000E+20 1.196681540E+00 2.664285494E-13 7.627731453E-04 
013_310 013_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 7.504093655E-13 1.000000000E+20 1.197285364E+00 3.904482039E-13 8.052647292E-04 
013_310_SRH 013_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 7.488115051E-13 1.000000000E+20 1.197303874E+00 3.904199509E-13 8.067282650E-04 
014_310 014_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.023211182E-12 1.000000000E+20 1.199196689E+00 5.732632274E-13 8.688518810E-04 
014_310_SRH 014_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.021681988E-12 1.000000000E+20 1.199269934E+00 5.733077896E-13 8.700783607E-04 
015_310 015_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.366498815E-12 1.000000000E+20 1.203964903E+00 8.462797004E-13 9.739573673E-04 
015_310_SRH 015_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.365018508E-12 1.000000000E+20 1.204021580E+00 8.463399002E-13 9.752561518E-04 
016_310 016_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.778387895E-12 1.000000000E+20 1.206021698E+00 1.241716517E-12 1.098528354E-03 
016_310_SRH 016_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.776925923E-12 1.000000000E+20 1.206027690E+00 1.241691257E-12 1.099260835E-03 
017_310 017_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.255988435E-12 1.000000000E+20 1.206987667E+00 1.817260235E-12 1.245644654E-03 
017_310_SRH 017_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.254578804E-12 1.000000000E+20 1.206991744E+00 1.817235811E-12 1.246265196E-03 
018_310 018_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.816036127E-12 1.000000000E+20 1.212341980E+00 2.650521746E-12 1.445781107E-03 
018_310_SRH 018_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.814676037E-12 1.000000000E+20 1.212344960E+00 2.650498223E-12 1.446318732E-03 
019_310 019_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 3.428878777E-12 1.000000000E+20 1.213327811E+00 3.879878322E-12 1.661998785E-03 
019_310_SRH 019_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 3.427561277E-12 1.000000000E+20 1.213329877E+00 3.879855522E-12 1.662475548E-03 
