N_Fe Time N_B T d Jsc Eta Voc FF Vm Jm
1.000000E+11 40 1.400E+15 340 3.800E-4 5.685438E-1 1.891150E+1 3.687920E-1 7.215590E+1 2.929830E-1 5.163874E-1
1.000000E+12 40 1.400E+15 340 3.800E-4 4.499040E-1 1.257260E+1 3.171180E-1 7.049760E+1 2.495800E-1 4.029995E-1
1.000000E+13 40 1.400E+15 340 3.800E-4 2.845782E-1 6.440500E+0 2.692500E-1 6.724450E+1 2.069700E-1 2.489462E-1
1.000000E+14 40 1.400E+15 340 3.800E-4 1.362754E-1 2.183100E+0 2.094700E-1 6.118100E+1 1.541090E-1 1.133258E-1
1.000000E+11 140 1.400E+15 340 3.800E-4 5.707351E-1 1.907510E+1 3.699310E-1 7.227730E+1 2.944390E-1 5.182775E-1
1.000000E+12 140 1.400E+15 340 3.800E-4 4.548346E-1 1.278230E+1 3.185690E-1 7.057410E+1 2.509090E-1 4.075538E-1
1.000000E+13 140 1.400E+15 340 3.800E-4 2.902626E-1 6.622500E+0 2.709590E-1 6.736250E+1 2.083750E-1 2.542539E-1
1.000000E+14 140 1.400E+15 340 3.800E-4 1.401563E-1 2.280300E+0 2.116790E-1 6.148830E+1 1.559730E-1 1.169594E-1
1.000000E+11 240 1.400E+15 340 3.800E-4 5.726222E-1 1.923030E+1 3.708680E-1 7.244190E+1 2.955530E-1 5.205257E-1
1.000000E+12 240 1.400E+15 340 3.800E-4 4.592656E-1 1.297290E+1 3.198890E-1 7.064240E+1 2.521690E-1 4.115641E-1
1.000000E+13 240 1.400E+15 340 3.800E-4 2.954244E-1 6.789000E+0 2.724700E-1 6.747340E+1 2.097080E-1 2.589890E-1
1.000000E+14 240 1.400E+15 340 3.800E-4 1.437407E-1 2.367700E+0 2.136410E-1 6.168010E+1 1.574900E-1 1.202699E-1
1.000000E+11 340 1.400E+15 340 3.800E-4 5.742423E-1 1.935580E+1 3.716460E-1 7.255670E+1 2.964160E-1 5.223970E-1
1.000000E+12 340 1.400E+15 340 3.800E-4 4.632214E-1 1.314490E+1 3.210330E-1 7.071470E+1 2.533500E-1 4.150761E-1
1.000000E+13 340 1.400E+15 340 3.800E-4 3.000751E-1 6.940200E+0 2.738240E-1 6.757100E+1 2.109590E-1 2.631863E-1
1.000000E+14 340 1.400E+15 340 3.800E-4 1.470206E-1 2.448000E+0 2.153970E-1 6.184200E+1 1.589220E-1 1.232298E-1
1.000000E+11 440 1.400E+15 340 3.800E-4 5.756292E-1 1.946480E+1 3.722950E-1 7.266260E+1 2.971930E-1 5.239650E-1
1.000000E+12 440 1.400E+15 340 3.800E-4 4.667307E-1 1.329900E+1 3.220480E-1 7.078200E+1 2.544440E-1 4.181359E-1
1.000000E+13 440 1.400E+15 340 3.800E-4 3.042349E-1 7.076400E+0 2.750310E-1 6.765680E+1 2.121180E-1 2.668850E-1
1.000000E+14 440 1.400E+15 340 3.800E-4 1.499957E-1 2.521300E+0 2.169620E-1 6.197950E+1 1.602590E-1 1.258602E-1
1.000000E+11 540 1.400E+15 340 3.800E-4 5.768140E-1 1.955910E+1 3.728360E-1 7.275910E+1 2.978870E-1 5.252784E-1
1.000000E+12 540 1.400E+15 340 3.800E-4 4.698254E-1 1.344620E+1 3.229480E-1 7.089620E+1 2.553110E-1 4.213302E-1
