Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.139814925E+00 1.201810629E+00 -6.199570400E-02 1.138735904E+00 1.197928195E+00 -5.919229100E-02 1.079021000E-03 3.882434000E-03
1.468000E+10 1.140302309E+00 1.201833557E+00 -6.153124800E-02 1.139573717E+00 1.199115237E+00 -5.954152000E-02 7.285920000E-04 2.718320000E-03
2.154000E+10 1.141009714E+00 1.201867084E+00 -6.085737000E-02 1.140516213E+00 1.199976611E+00 -5.946039800E-02 4.935010000E-04 1.890473000E-03
3.162000E+10 1.142031166E+00 1.201916048E+00 -5.988488200E-02 1.141695866E+00 1.200607938E+00 -5.891207200E-02 3.353000000E-04 1.308110000E-03
4.642000E+10 1.143495030E+00 1.201987398E+00 -5.849236800E-02 1.143266450E+00 1.201085410E+00 -5.781896000E-02 2.285800000E-04 9.019880000E-04
6.813000E+10 1.145570194E+00 1.202091024E+00 -5.652083000E-02 1.145413718E+00 1.201470358E+00 -5.605664000E-02 1.564760000E-04 6.206660000E-04
1.000000E+11 1.148466179E+00 1.202240833E+00 -5.377465400E-02 1.148358428E+00 1.201814075E+00 -5.345564700E-02 1.077510000E-04 4.267580000E-04
1.468000E+11 1.152418487E+00 1.202455973E+00 -5.003748600E-02 1.152343612E+00 1.202162395E+00 -4.981878300E-02 7.487500000E-05 2.935780000E-04
2.154000E+11 1.157646254E+00 1.202762060E+00 -4.511580600E-02 1.157593452E+00 1.202559722E+00 -4.496627000E-02 5.280200000E-05 2.023380000E-04
3.162000E+11 1.164270581E+00 1.203192080E+00 -3.892149900E-02 1.164232519E+00 1.203052112E+00 -3.881959300E-02 3.806200000E-05 1.399680000E-04
4.642000E+11 1.172200280E+00 1.203786162E+00 -3.158588200E-02 1.172171987E+00 1.203688776E+00 -3.151678900E-02 2.829300000E-05 9.738600000E-05
6.813000E+11 1.181035815E+00 1.204589681E+00 -2.355386600E-02 1.181013992E+00 1.204521319E+00 -2.350732700E-02 2.182300000E-05 6.836200000E-05
1.000000E+12 1.190091155E+00 1.205649249E+00 -1.555809400E-02 1.190073730E+00 1.205600654E+00 -1.552692400E-02 1.742500000E-05 4.859500000E-05
1.468000E+12 1.198605300E+00 1.207007529E+00 -8.402229000E-03 1.198591012E+00 1.206972376E+00 -8.381364000E-03 1.428800000E-05 3.515300000E-05
2.154000E+12 1.206055224E+00 1.208698512E+00 -2.643288000E-03 1.206043356E+00 1.208672489E+00 -2.629133000E-03 1.186800000E-05 2.602300000E-05
3.162000E+12 1.212333921E+00 1.210744287E+00 1.589634000E-03 1.212324002E+00 1.210724474E+00 1.599528000E-03 9.919000000E-06 1.981300000E-05
4.642000E+12 1.217660033E+00 1.213152273E+00 4.507760000E-03 1.217651705E+00 1.213136707E+00 4.514998000E-03 8.328000000E-06 1.556600000E-05
6.813000E+12 1.222349155E+00 1.215912245E+00 6.436910000E-03 1.222342104E+00 1.215899623E+00 6.442481000E-03 7.051000000E-06 1.262200000E-05
1.000000E+13 1.226652620E+00 1.218996420E+00 7.656200000E-03 1.226646583E+00 1.218985895E+00 7.660688000E-03 6.037000000E-06 1.052500000E-05
