Ytrue por Lambda Ypred RelError
3.937950e+00 0.000000e+00 6.000000e+02 3.926788e+00 2.834372e-03
3.895970e+00 0.000000e+00 6.200000e+02 3.890481e+00 1.408906e-03
3.858990e+00 0.000000e+00 6.400000e+02 3.857939e+00 2.723621e-04
3.827210e+00 0.000000e+00 6.600000e+02 3.828648e+00 3.756753e-04
3.798220e+00 0.000000e+00 6.800000e+02 3.802179e+00 1.042442e-03
3.772230e+00 0.000000e+00 7.000000e+02 3.778175e+00 1.576065e-03
3.749240e+00 0.000000e+00 7.200000e+02 3.756333e+00 1.891827e-03
3.729450e+00 0.000000e+00 7.400000e+02 3.736396e+00 1.862377e-03
3.710450e+00 0.000000e+00 7.600000e+02 3.718144e+00 2.073704e-03
3.693460e+00 0.000000e+00 7.800000e+02 3.701391e+00 2.147338e-03
3.677470e+00 0.000000e+00 8.000000e+02 3.685974e+00 2.312377e-03
3.663470e+00 0.000000e+00 8.200000e+02 3.671752e+00 2.260609e-03
3.650670e+00 0.000000e+00 8.400000e+02 3.658603e+00 2.172967e-03
3.637670e+00 0.000000e+00 8.600000e+02 3.646420e+00 2.405450e-03
3.626680e+00 0.000000e+00 8.800000e+02 3.635110e+00 2.324534e-03
3.616680e+00 0.000000e+00 9.000000e+02 3.624591e+00 2.187266e-03
3.606690e+00 0.000000e+00 9.200000e+02 3.614788e+00 2.245356e-03
3.597690e+00 0.000000e+00 9.400000e+02 3.605639e+00 2.209413e-03
3.589690e+00 0.000000e+00 9.600000e+02 3.597085e+00 2.059989e-03
3.581690e+00 0.000000e+00 9.800000e+02 3.589075e+00 2.061870e-03
3.573700e+00 0.000000e+00 1.000000e+03 3.581564e+00 2.200480e-03
3.566700e+00 0.000000e+00 1.020000e+03 3.574510e+00 2.189806e-03
3.560890e+00 0.000000e+00 1.040000e+03 3.567878e+00 1.962363e-03
3.554890e+00 0.000000e+00 1.060000e+03 3.561633e+00 1.896780e-03
3.548890e+00 0.000000e+00 1.080000e+03 3.555746e+00 1.931794e-03
3.543390e+00 0.000000e+00 1.100000e+03 3.550189e+00 1.918880e-03
3.538690e+00 0.000000e+00 1.120000e+03 3.544939e+00 1.765953e-03
3.534100e+00 0.000000e+00 1.140000e+03 3.539973e+00 1.661784e-03
3.529920e+00 0.000000e+00 1.160000e+03 3.535270e+00 1.515704e-03
3.525840e+00 0.000000e+00 1.180000e+03 3.530813e+00 1.410412e-03
3.522050e+00 0.000000e+00 1.200000e+03 3.526584e+00 1.287250e-03
3.518460e+00 0.000000e+00 1.220000e+03 3.522567e+00 1.167409e-03
3.515080e+00 0.000000e+00 1.240000e+03 3.518750e+00 1.044048e-03
