fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 32336 289.98 39.983 1.063818017E+00 6.111527030E-01 2.284976052E-11 7.571219504E+04 1.444045292E-04 4.149644943E-01 1.433442656E-04 7.456036855E-01 4.435058050E-05 3.407519129E-01 1.301552052E-04 3.254224741E-02 
00L1 32336 289.98 39.983 1.063818017E+00 6.111527030E-01 2.284976052E-11 7.571219504E+04 1.444045292E-04 4.149644943E-01 1.433442656E-04 7.456036855E-01 4.435058050E-05 3.407519129E-01 1.301552052E-04 3.254224741E-02 
00L2 32480 289.96 39.986 1.046892795E+00 6.713152183E-01 1.695588126E-11 5.642265265E+04 1.444535623E-04 4.148103645E-01 1.430271622E-04 7.454484320E-01 4.422682132E-05 3.407896334E-01 1.297778357E-04 5.568466622E-02 
00L2 32480 289.96 39.986 1.046892795E+00 6.713152183E-01 1.695588126E-11 5.642265265E+04 1.444535623E-04 4.148103645E-01 1.430271622E-04 7.454484320E-01 4.422682132E-05 3.407896334E-01 1.297778357E-04 5.568466622E-02 
00L3 32612 289.96 39.986 1.057504317E+00 6.297421936E-01 2.049520621E-11 6.157962110E+04 1.443068898E-04 4.149678696E-01 1.429844692E-04 7.465563953E-01 4.429614773E-05 3.408386692E-01 1.299621301E-04 3.630067678E-02 
00L3 32612 289.96 39.986 1.057504317E+00 6.297421936E-01 2.049520621E-11 6.157962110E+04 1.443068898E-04 4.149678696E-01 1.429844692E-04 7.465563953E-01 4.429614773E-05 3.408386692E-01 1.299621301E-04 3.630067678E-02 
00L4 33234 292.63 39.621 1.098108571E+00 5.870477062E-01 6.312779377E-11 1.642193932E+05 1.442309730E-04 4.063919106E-01 1.441247061E-04 7.411560456E-01 4.341033572E-05 3.335526197E-01 1.301497278E-04 5.706696684E-02 
00L4 33234 292.63 39.621 1.098108571E+00 5.870477062E-01 6.312779377E-11 1.642193932E+05 1.442309730E-04 4.063919106E-01 1.441247061E-04 7.411560456E-01 4.341033572E-05 3.335526197E-01 1.301497278E-04 5.706696684E-02 
00L5 33346 292.61 39.623 1.065182321E+00 6.614431900E-01 3.628848912E-11 7.205602756E+04 1.447775521E-04 4.064746674E-01 1.439267320E-04 7.416304902E-01 4.338729005E-05 3.337114115E-01 1.300295070E-04 3.536227422E-02 
00L5 33346 292.61 39.623 1.065182321E+00 6.614431900E-01 3.628848912E-11 7.205602756E+04 1.447775521E-04 4.064746674E-01 1.439267320E-04 7.416304902E-01 4.338729005E-05 3.337114115E-01 1.300295070E-04 3.536227422E-02 
00L6 33454 292.6 39.625 1.051806474E+00 6.842136845E-01 2.861170070E-11 6.046685216E+04 1.451301288E-04 4.066822250E-01 1.438594131E-04 7.407496129E-01 4.333760516E-05 3.332459524E-01 1.300470622E-04 5.733849043E-02 
00L6 33454 292.6 39.625 1.051806474E+00 6.842136845E-01 2.861170070E-11 6.046685216E+04 1.451301288E-04 4.066822250E-01 1.438594131E-04 7.407496129E-01 4.333760516E-05 3.332459524E-01 1.300470622E-04 5.733849043E-02 
00L7 34428 295.08 39.292 1.053730298E+00 6.792664009E-01 4.490307970E-11 5.739699105E+04 1.458213362E-04 3.994101944E-01 1.442807225E-04 7.388039645E-01 4.257519750E-05 3.262240654E-01 1.305061942E-04 1.527751244E-01 
00L7 34428 295.08 39.292 1.053730298E+00 6.792664009E-01 4.490307970E-11 5.739699105E+04 1.458213362E-04 3.994101944E-01 1.442807225E-04 7.388039645E-01 4.257519750E-05 3.262240654E-01 1.305061942E-04 1.527751244E-01 
00L8 34540 295.08 39.292 1.065571174E+00 6.574073666E-01 5.515506199E-11 6.072340898E+04 1.457274434E-04 3.994406364E-01 1.444714038E-04 7.364473915E-01 4.249872158E-05 3.262850178E-01 1.302449992E-04 4.862892636E-02 
00L8 34540 295.08 39.292 1.065571174E+00 6.574073666E-01 5.515506199E-11 6.072340898E+04 1.457274434E-04 3.994406364E-01 1.444714038E-04 7.364473915E-01 4.249872158E-05 3.262850178E-01 1.302449992E-04 4.862892636E-02 
00L9 34660 295.06 39.294 1.073312997E+00 6.564371276E-01 6.316624771E-11 9.243788805E+04 1.450513582E-04 3.993809166E-01 1.444632200E-04 7.372402969E-01 4.253570796E-05 3.263722935E-01 1.303192555E-04 2.447660702E-02 
00L9 34660 295.06 39.294 1.073312997E+00 6.564371276E-01 6.316624771E-11 9.243788805E+04 1.450513582E-04 3.993809166E-01 1.444632200E-04 7.372402969E-01 4.253570796E-05 3.263722935E-01 1.303192555E-04 2.447660702E-02 
0L10 35608 297.58 38.962 1.066065377E+00 6.120783798E-01 8.299761922E-11 5.610183312E+04 1.459988306E-04 3.911236244E-01 1.447958635E-04 7.335342203E-01 4.154230432E-05 3.189427887E-01 1.302509011E-04 1.706929065E-02 
0L10 35608 297.58 38.962 1.066065377E+00 6.120783798E-01 8.299761922E-11 5.610183312E+04 1.459988306E-04 3.911236244E-01 1.447958635E-04 7.335342203E-01 4.154230432E-05 3.189427887E-01 1.302509011E-04 1.706929065E-02 
0L11 35716 297.57 38.963 1.050770286E+00 6.861935886E-01 6.537589702E-11 3.912208599E+04 1.472279047E-04 3.912177803E-01 1.451093698E-04 7.314372233E-01 4.152322711E-05 3.190091686E-01 1.301636772E-04 2.383713828E-02 
0L11 35716 297.57 38.963 1.050770286E+00 6.861935886E-01 6.537589702E-11 3.912208599E+04 1.472279047E-04 3.912177803E-01 1.451093698E-04 7.314372233E-01 4.152322711E-05 3.190091686E-01 1.301636772E-04 2.383713828E-02 
0L12 35818 297.57 38.963 1.053233374E+00 6.748040069E-01 6.810239770E-11 4.853536367E+04 1.467340494E-04 3.912049713E-01 1.450408934E-04 7.330161335E-01 4.159186211E-05 3.186289198E-01 1.305321934E-04 2.757023267E-02 
0L12 35818 297.57 38.963 1.053233374E+00 6.748040069E-01 6.810239770E-11 4.853536367E+04 1.467340494E-04 3.912049713E-01 1.450408934E-04 7.330161335E-01 4.159186211E-05 3.186289198E-01 1.305321934E-04 2.757023267E-02 
0L13 36682 300.06 38.64 1.056817784E+00 6.462955682E-01 1.080052768E-10 4.896109284E+04 1.472177025E-04 3.839645721E-01 1.456660551E-04 7.294275709E-01 4.079732500E-05 3.122222326E-01 1.306677789E-04 3.958548819E-02 
0L13 36682 300.06 38.64 1.056817784E+00 6.462955682E-01 1.080052768E-10 4.896109284E+04 1.472177025E-04 3.839645721E-01 1.456660551E-04 7.294275709E-01 4.079732500E-05 3.122222326E-01 1.306677789E-04 3.958548819E-02 
0L14 36780 300.05 38.641 1.062149506E+00 6.201579161E-01 1.167841196E-10 5.017930934E+04 1.469690496E-04 3.839613937E-01 1.454898474E-04 7.281232297E-01 4.067477270E-05 3.114135521E-01 1.306159115E-04 2.696365891E-02 
0L14 36780 300.05 38.641 1.062149506E+00 6.201579161E-01 1.167841196E-10 5.017930934E+04 1.469690496E-04 3.839613937E-01 1.454898474E-04 7.281232297E-01 4.067477270E-05 3.114135521E-01 1.306159115E-04 2.696365891E-02 
0L15 36882 300.05 38.641 1.066233436E+00 6.276745420E-01 1.255252745E-10 7.101063566E+04 1.463060836E-04 3.840012047E-01 1.454266354E-04 7.275305802E-01 4.062822004E-05 3.118218254E-01 1.302896029E-04 1.731844025E-02 
0L15 36882 300.05 38.641 1.066233436E+00 6.276745420E-01 1.255252745E-10 7.101063566E+04 1.463060836E-04 3.840012047E-01 1.454266354E-04 7.275305802E-01 4.062822004E-05 3.118218254E-01 1.302896029E-04 1.731844025E-02 
0L16 37796 302.59 38.317 1.066443114E+00 6.174095069E-01 1.876407010E-10 6.337701844E+04 1.471415790E-04 3.769220551E-01 1.461189074E-04 7.228255964E-01 3.980993693E-05 3.047913286E-01 1.306169842E-04 9.638948510E-03 
0L16 37796 302.59 38.317 1.066443114E+00 6.174095069E-01 1.876407010E-10 6.337701844E+04 1.471415790E-04 3.769220551E-01 1.461189074E-04 7.228255964E-01 3.980993693E-05 3.047913286E-01 1.306169842E-04 9.638948510E-03 
0L17 37896 302.57 38.319 1.054917379E+00 6.488578520E-01 1.567800696E-10 5.460109168E+04 1.470402537E-04 3.769086754E-01 1.459337802E-04 7.225404541E-01 3.974240402E-05 3.042161201E-01 1.306351307E-04 3.323760105E-02 
0L17 37896 302.57 38.319 1.054917379E+00 6.488578520E-01 1.567800696E-10 5.460109168E+04 1.470402537E-04 3.769086754E-01 1.459337802E-04 7.225404541E-01 3.974240402E-05 3.042161201E-01 1.306351307E-04 3.323760105E-02 
0L18 38018 302.57 38.319 1.070395719E+00 6.113645761E-01 1.988660324E-10 9.569694835E+04 1.463106170E-04 3.768006714E-01 1.460192549E-04 7.213893546E-01 3.969095286E-05 3.040874048E-01 1.305194331E-04 1.941075780E-02 
0L18 38018 302.57 38.319 1.070395719E+00 6.113645761E-01 1.988660324E-10 9.569694835E+04 1.463106170E-04 3.768006714E-01 1.460192549E-04 7.213893546E-01 3.969095286E-05 3.040874048E-01 1.305194331E-04 1.941075780E-02 
0L19 38912 305.09 38.003 1.063719410E+00 6.320424949E-01 2.642822371E-10 6.655792466E+04 1.477850363E-04 3.686464142E-01 1.473240107E-04 7.167193787E-01 3.892536508E-05 2.963563768E-01 1.313465698E-04 1.315702575E-02 
0L19 38912 305.09 38.003 1.063719410E+00 6.320424949E-01 2.642822371E-10 6.655792466E+04 1.477850363E-04 3.686464142E-01 1.473240107E-04 7.167193787E-01 3.892536508E-05 2.963563768E-01 1.313465698E-04 1.315702575E-02 
0L20 39012 305.06 38.006 1.056367163E+00 6.418294030E-01 2.346362871E-10 4.668326188E+04 1.484831006E-04 3.686493622E-01 1.472898599E-04 7.176193289E-01 3.896551887E-05 2.973147041E-01 1.310607240E-04 2.039804736E-02 
0L20 39012 305.06 38.006 1.056367163E+00 6.418294030E-01 2.346362871E-10 4.668326188E+04 1.484831006E-04 3.686493622E-01 1.472898599E-04 7.176193289E-01 3.896551887E-05 2.973147041E-01 1.310607240E-04 2.039804736E-02 
0L21 39114 305.08 38.004 1.062764859E+00 6.311898758E-01 2.607896879E-10 5.747657858E+04 1.480680737E-04 3.685579155E-01 1.469887783E-04 7.189637669E-01 3.894905521E-05 2.976143364E-01 1.308859637E-04 1.160678299E-01 
0L21 39114 305.08 38.004 1.062764859E+00 6.311898758E-01 2.607896879E-10 5.747657858E+04 1.480680737E-04 3.685579155E-01 1.469887783E-04 7.189637669E-01 3.894905521E-05 2.976143364E-01 1.308859637E-04 1.160678299E-01 
