T d154 d184 d214 d244
d 150 180 210 240
290 3.619326000E-03 3.341445000E-03 3.169409000E-03 3.047402000E-03
295 3.792757000E-03 3.563674000E-03 3.480252000E-03 3.405875000E-03
300 4.062149000E-03 3.890805000E-03 3.950168000E-03 3.848489000E-03
305 4.630371000E-03 4.506608000E-03 4.465553000E-03 4.609967000E-03
310 5.420634000E-03 5.347849000E-03 5.306943000E-03 5.506934000E-03
315 6.532229000E-03 6.340283000E-03 6.318654000E-03 6.323696000E-03
320 7.977766000E-03 7.648116000E-03 7.635532000E-03 7.645508000E-03
325 9.386831000E-03 9.181930000E-03 9.167739000E-03 9.161542000E-03
330 1.079951200E-02 1.098781600E-02 1.074726100E-02 1.069062200E-02
335 1.275085500E-02 1.267135800E-02 1.258041300E-02 1.247825600E-02
340 1.485925000E-02 1.468309800E-02 1.450433300E-02 1.431507800E-02
