T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.196041602E+00 1.198207851E+00 -2.166249000E-03 1.195088827E+00 1.195462954E+00 -3.741270000E-04 9.527750000E-04 2.744897000E-03
290 1.524993176E+01 1.214819727E+00 1.202003585E+00 1.281614200E-02 1.212913380E+00 1.198274783E+00 1.463859700E-02 1.906347000E-03 3.728802000E-03
290 1.549996187E+01 1.227038823E+00 1.205176362E+00 2.186246100E-02 1.223508453E+00 1.200343607E+00 2.316484600E-02 3.530370000E-03 4.832755000E-03
290 1.574996808E+01 1.238512390E+00 1.211767958E+00 2.674443200E-02 1.232219918E+00 1.205894227E+00 2.632569100E-02 6.292472000E-03 5.873731000E-03
290 1.600000000E+01 1.250559413E+00 1.216214648E+00 3.434476500E-02 1.239796594E+00 1.209679257E+00 3.011733700E-02 1.076281900E-02 6.535391000E-03
290 1.624993176E+01 1.263828743E+00 1.216274350E+00 4.755439300E-02 1.246351005E+00 1.209139752E+00 3.721125300E-02 1.747773800E-02 7.134598000E-03
290 1.649996187E+01 1.279492314E+00 1.215937841E+00 6.355447300E-02 1.252746311E+00 1.207925829E+00 4.482048200E-02 2.674600300E-02 8.012012000E-03
290 1.674996808E+01 1.297770256E+00 1.221340617E+00 7.642963900E-02 1.259119049E+00 1.212072699E+00 4.704635000E-02 3.865120700E-02 9.267918000E-03
290 1.700000000E+01 1.319061412E+00 1.234210781E+00 8.485063100E-02 1.265774080E+00 1.222965452E+00 4.280862800E-02 5.328733200E-02 1.124532900E-02
295 1.500000000E+01 1.183038731E+00 1.198018668E+00 -1.497993700E-02 1.182265219E+00 1.195538859E+00 -1.327364000E-02 7.735120000E-04 2.479809000E-03
295 1.524993176E+01 1.211705221E+00 1.202561569E+00 9.143652000E-03 1.209985634E+00 1.199177689E+00 1.080794500E-02 1.719587000E-03 3.383880000E-03
295 1.549996187E+01 1.227261679E+00 1.206590534E+00 2.067114500E-02 1.224059727E+00 1.202058654E+00 2.200107300E-02 3.201952000E-03 4.531880000E-03
295 1.574996808E+01 1.239428628E+00 1.212885477E+00 2.654315100E-02 1.233763345E+00 1.207394833E+00 2.636851200E-02 5.665283000E-03 5.490644000E-03
