T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.192302614E+00 1.194872841E+00 -2.570227000E-03 1.191515469E+00 1.192670676E+00 -1.155207000E-03 7.871450000E-04 2.202165000E-03
290 1.524993176E+01 1.210999251E+00 1.198515251E+00 1.248400000E-02 1.209426017E+00 1.195502322E+00 1.392369500E-02 1.573234000E-03 3.012929000E-03
290 1.549996187E+01 1.222832759E+00 1.201803352E+00 2.102940700E-02 1.219920613E+00 1.197853362E+00 2.206725100E-02 2.912146000E-03 3.949990000E-03
290 1.574996808E+01 1.235301836E+00 1.208547769E+00 2.675406700E-02 1.230066814E+00 1.203668724E+00 2.639809000E-02 5.235022000E-03 4.879045000E-03
290 1.600000000E+01 1.247125350E+00 1.213192610E+00 3.393274000E-02 1.238011245E+00 1.207632888E+00 3.037835700E-02 9.114105000E-03 5.559722000E-03
290 1.624993176E+01 1.260247648E+00 1.213374203E+00 4.687344500E-02 1.245066252E+00 1.207112689E+00 3.795356300E-02 1.518139600E-02 6.261514000E-03
290 1.649996187E+01 1.275039407E+00 1.213212546E+00 6.182686100E-02 1.251140392E+00 1.205934124E+00 4.520626800E-02 2.389901500E-02 7.278422000E-03
290 1.674996808E+01 1.291965013E+00 1.218915128E+00 7.304988500E-02 1.256480897E+00 1.210182167E+00 4.629873000E-02 3.548411600E-02 8.732961000E-03
290 1.700000000E+01 1.313825151E+00 1.231493082E+00 8.233206900E-02 1.263805834E+00 1.220585913E+00 4.321992100E-02 5.001931700E-02 1.090716900E-02
295 1.500000000E+01 1.177140955E+00 1.194944386E+00 -1.780343100E-02 1.176493956E+00 1.192931698E+00 -1.643774200E-02 6.469990000E-04 2.012688000E-03
295 1.524993176E+01 1.207787176E+00 1.199467705E+00 8.319471000E-03 1.206332240E+00 1.196696358E+00 9.635882000E-03 1.454936000E-03 2.771347000E-03
295 1.549996187E+01 1.223134133E+00 1.203448944E+00 1.968518900E-02 1.220433798E+00 1.199696712E+00 2.073708600E-02 2.700335000E-03 3.752232000E-03
295 1.574996808E+01 1.236435889E+00 1.209952250E+00 2.648363900E-02 1.231639147E+00 1.205308029E+00 2.633111800E-02 4.796742000E-03 4.644221000E-03
295 1.600000000E+01 1.248373635E+00 1.215543593E+00 3.283004200E-02 1.240094409E+00 1.209940136E+00 3.015427300E-02 8.279226000E-03 5.603457000E-03
295 1.624993176E+01 1.261393069E+00 1.216401631E+00 4.499143800E-02 1.247638181E+00 1.209855416E+00 3.778276500E-02 1.375488800E-02 6.546215000E-03
295 1.649996187E+01 1.275740605E+00 1.216435108E+00 5.930549700E-02 1.254004213E+00 1.208567034E+00 4.543717900E-02 2.173639200E-02 7.868074000E-03
295 1.674996808E+01 1.292149825E+00 1.221889149E+00 7.026067600E-02 1.259607881E+00 1.212135114E+00 4.747276700E-02 3.254194400E-02 9.754035000E-03
295 1.700000000E+01 1.313514392E+00 1.234162205E+00 7.935218700E-02 1.267080213E+00 1.221633195E+00 4.544701800E-02 4.643417900E-02 1.252901000E-02
300 1.500000000E+01 1.144046670E+00 1.194448992E+00 -5.040232200E-02 1.143662647E+00 1.192574224E+00 -4.891157700E-02 3.840230000E-04 1.874768000E-03
300 1.524993176E+01 1.199351201E+00 1.200859979E+00 -1.508778000E-03 1.197997380E+00 1.198190160E+00 -1.927800000E-04 1.353821000E-03 2.669819000E-03
300 1.549996187E+01 1.222151845E+00 1.205173548E+00 1.697829700E-02 1.219544039E+00 1.201553172E+00 1.799086700E-02 2.607806000E-03 3.620376000E-03
300 1.574996808E+01 1.237609167E+00 1.212158076E+00 2.545109100E-02 1.233024941E+00 1.207471037E+00 2.555390400E-02 4.584226000E-03 4.687039000E-03
300 1.600000000E+01 1.250241632E+00 1.218207035E+00 3.203459700E-02 1.242433373E+00 1.212355998E+00 3.007737500E-02 7.808259000E-03 5.851037000E-03
300 1.624993176E+01 1.263150204E+00 1.219478349E+00 4.367185500E-02 1.250277637E+00 1.212372655E+00 3.790498200E-02 1.287256700E-02 7.105694000E-03
300 1.649996187E+01 1.277410406E+00 1.219151298E+00 5.825910800E-02 1.257052725E+00 1.210462059E+00 4.659066600E-02 2.035768100E-02 8.689239000E-03
300 1.674996808E+01 1.293457145E+00 1.224222052E+00 6.923509300E-02 1.262771328E+00 1.213093914E+00 4.967741400E-02 3.068581700E-02 1.112813800E-02
300 1.700000000E+01 1.314456283E+00 1.236709308E+00 7.774697500E-02 1.270087361E+00 1.221807403E+00 4.827995800E-02 4.436892200E-02 1.490190500E-02
305 1.500000000E+01 1.079008691E+00 1.191395904E+00 -1.123872130E-01 1.079179333E+00 1.189639685E+00 -1.104603520E-01 -1.706420000E-04 1.756219000E-03
305 1.524993176E+01 1.180041636E+00 1.201967125E+00 -2.192548900E-02 1.178867514E+00 1.199309934E+00 -2.044242000E-02 1.174122000E-03 2.657191000E-03
305 1.549996187E+01 1.217943056E+00 1.207248083E+00 1.069497300E-02 1.215352323E+00 1.203559060E+00 1.179326300E-02 2.590733000E-03 3.689023000E-03
305 1.574996808E+01 1.238105642E+00 1.214539375E+00 2.356626700E-02 1.233514940E+00 1.209631906E+00 2.388303400E-02 4.590702000E-03 4.907469000E-03
305 1.600000000E+01 1.252004803E+00 1.220324729E+00 3.168007400E-02 1.244290360E+00 1.214098883E+00 3.019147700E-02 7.714443000E-03 6.225846000E-03
305 1.624993176E+01 1.265433439E+00 1.222048705E+00 4.338473400E-02 1.252843383E+00 1.214189826E+00 3.865355700E-02 1.259005600E-02 7.858879000E-03
305 1.649996187E+01 1.279786829E+00 1.222225969E+00 5.756086000E-02 1.259932063E+00 1.212138076E+00 4.779398700E-02 1.985476600E-02 1.008789300E-02
305 1.674996808E+01 1.295729186E+00 1.226910904E+00 6.881828200E-02 1.265642657E+00 1.213678206E+00 5.196445100E-02 3.008652900E-02 1.323269800E-02
305 1.700000000E+01 1.316588168E+00 1.238168615E+00 7.841955300E-02 1.272610697E+00 1.220410418E+00 5.220027900E-02 4.397747100E-02 1.775819700E-02
