N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+16 335 3.800E-4 3.728487E+1 1.582730E+1 5.337150E-1 7.953600E+1
1.468000E+10 3.162E+16 335 3.800E-4 3.717839E+1 1.576630E+1 5.332590E-1 7.952460E+1
2.154000E+10 3.162E+16 335 3.800E-4 3.703074E+1 1.568210E+1 5.326310E-1 7.950880E+1
3.162000E+10 3.162E+16 335 3.800E-4 3.683057E+1 1.556830E+1 5.317840E-1 7.948710E+1
4.642000E+10 3.162E+16 335 3.800E-4 3.656709E+1 1.541910E+1 5.306780E-1 7.945820E+1
6.813000E+10 3.162E+16 335 3.800E-4 3.623272E+1 1.523070E+1 5.292490E-1 7.942530E+1
1.000000E+11 3.162E+16 335 3.800E-4 3.582594E+1 1.500220E+1 5.274860E-1 7.938640E+1
1.468000E+11 3.162E+16 335 3.800E-4 3.535268E+1 1.473080E+1 5.254420E-1 7.930140E+1
2.154000E+11 3.162E+16 335 3.800E-4 3.482445E+1 1.443570E+1 5.231400E-1 7.923860E+1
3.162000E+11 3.162E+16 335 3.800E-4 3.425368E+1 1.411730E+1 5.205950E-1 7.916710E+1
4.642000E+11 3.162E+16 335 3.800E-4 3.364883E+1 1.377920E+1 5.177140E-1 7.909800E+1
6.813000E+11 3.162E+16 335 3.800E-4 3.301254E+1 1.341650E+1 5.145790E-1 7.897810E+1
1.000000E+12 3.162E+16 335 3.800E-4 3.234319E+1 1.304140E+1 5.111970E-1 7.887770E+1
1.468000E+12 3.162E+16 335 3.800E-4 3.163770E+1 1.264750E+1 5.074400E-1 7.877990E+1
2.154000E+12 3.162E+16 335 3.800E-4 3.089344E+1 1.222780E+1 5.034020E-1 7.862590E+1
3.162000E+12 3.162E+16 335 3.800E-4 3.010877E+1 1.179540E+1 4.990800E-1 7.849630E+1
4.642000E+12 3.162E+16 335 3.800E-4 2.928301E+1 1.133980E+1 4.943980E-1 7.832740E+1
6.813000E+12 3.162E+16 335 3.800E-4 2.841631E+1 1.087290E+1 4.895040E-1 7.816690E+1
1.000000E+13 3.162E+16 335 3.800E-4 2.750973E+1 1.039220E+1 4.842490E-1 7.801000E+1
1.468000E+13 3.162E+16 335 3.800E-4 2.656533E+1 9.894400E+0 4.788040E-1 7.778880E+1
2.154000E+13 3.162E+16 335 3.800E-4 2.558617E+1 9.388100E+0 4.730680E-1 7.756190E+1
3.162000E+13 3.162E+16 335 3.800E-4 2.457635E+1 8.879900E+0 4.671110E-1 7.735220E+1
4.642000E+13 3.162E+16 335 3.800E-4 2.354099E+1 8.364500E+0 4.609810E-1 7.707840E+1
6.813000E+13 3.162E+16 335 3.800E-4 2.248613E+1 7.854300E+0 4.545670E-1 7.684150E+1
1.000000E+14 3.162E+16 335 3.800E-4 2.141864E+1 7.343600E+0 4.480180E-1 7.652770E+1
