N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 335 2.400E-4 1.016208166E+00 1.017930491E+00
1.468000E+10 1.000E+15 335 2.400E-4 1.016697689E+00 1.017910114E+00
2.154000E+10 1.000E+15 335 2.400E-4 1.017035538E+00 1.017880650E+00
3.162000E+10 1.000E+15 335 2.400E-4 1.017253138E+00 1.017838045E+00
4.642000E+10 1.000E+15 335 2.400E-4 1.017374044E+00 1.017776826E+00
6.813000E+10 1.000E+15 335 2.400E-4 1.017413790E+00 1.017690180E+00
1.000000E+11 1.000E+15 335 2.400E-4 1.017380327E+00 1.017569529E+00
1.468000E+11 1.000E+15 335 2.400E-4 1.017276129E+00 1.017405464E+00
2.154000E+11 1.000E+15 335 2.400E-4 1.017102213E+00 1.017190589E+00
3.162000E+11 1.000E+15 335 2.400E-4 1.016866787E+00 1.016927246E+00
4.642000E+11 1.000E+15 335 2.400E-4 1.016591974E+00 1.016633480E+00
6.813000E+11 1.000E+15 335 2.400E-4 1.016333725E+00 1.016362483E+00
1.000000E+12 1.000E+15 335 2.400E-4 1.016195016E+00 1.016215278E+00
1.468000E+12 1.000E+15 335 2.400E-4 1.016330270E+00 1.016344972E+00
2.154000E+12 1.000E+15 335 2.400E-4 1.016925771E+00 1.016936907E+00
3.162000E+12 1.000E+15 335 2.400E-4 1.018155392E+00 1.018164289E+00
4.642000E+12 1.000E+15 335 2.400E-4 1.020143112E+00 1.020150621E+00
6.813000E+12 1.000E+15 335 2.400E-4 1.022890597E+00 1.022897210E+00
1.000000E+13 1.000E+15 335 2.400E-4 1.026487870E+00 1.026493882E+00
