Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.174032229E+00 1.231681963E+0 -5.764973400E-02 1.174032229E+00 1.231681963E+0 -5.764973400E-02
1.468000E+10 1.174042260E+00 1.128245595E+0 4.579666500E-02 1.174042260E+00 1.128245595E+0 4.579666500E-02
2.154000E+10 1.174056972E+00 1.070645148E+0 1.034118240E-01 1.174056972E+00 1.070645148E+0 1.034118240E-01
3.162000E+10 1.174078311E+00 1.038725763E+0 1.353525480E-01 1.174078311E+00 1.038725763E+0 1.353525480E-01
4.642000E+10 1.174109258E+00 1.021154694E+0 1.529545640E-01 1.174109258E+00 1.021154694E+0 1.529545640E-01
6.813000E+10 1.174153938E+00 1.011527240E+0 1.626266980E-01 1.174153938E+00 1.011527240E+0 1.626266980E-01
1.000000E+11 1.174218061E+00 1.006264202E+0 1.679538590E-01 1.174218061E+00 1.006264202E+0 1.679538590E-01
1.468000E+11 1.174309100E+00 1.003395123E+0 1.709139770E-01 1.174309100E+00 1.003395123E+0 1.709139770E-01
2.154000E+11 1.175191966E+00 1.001837346E+0 1.733546200E-01 1.175191966E+00 1.001837346E+0 1.733546200E-01
3.162000E+11 1.177138718E+00 1.000991462E+0 1.761472560E-01 1.177138718E+00 1.000991462E+0 1.761472560E-01
4.642000E+11 1.179915622E+00 1.000533855E+0 1.793817670E-01 1.179915622E+00 1.000533855E+0 1.793817670E-01
6.813000E+11 1.183829465E+00 1.000287006E+0 1.835424590E-01 1.183829465E+00 1.000287006E+0 1.835424590E-01
1.000000E+12 1.184951900E+00 1.000153989E+0 1.847979110E-01 1.184951900E+00 1.000153989E+0 1.847979110E-01
1.468000E+12 1.185421243E+00 1.000082450E+0 1.853387930E-01 1.185421243E+00 1.000082450E+0 1.853387930E-01
2.154000E+12 1.185821047E+00 1.000044103E+0 1.857769440E-01 1.185821047E+00 1.000044103E+0 1.857769440E-01
3.162000E+12 1.186368488E+00 1.000023534E+0 1.863449540E-01 1.186368488E+00 1.000023534E+0 1.863449540E-01
4.642000E+12 1.186905111E+00 1.000012536E+0 1.868925750E-01 1.186905111E+00 1.000012536E+0 1.868925750E-01
6.813000E+12 1.187216422E+00 1.000006670E+0 1.872097520E-01 1.187216422E+00 1.000006670E+0 1.872097520E-01
1.000000E+13 1.197800083E+00 1.000003543E+0 1.977965400E-01 1.197800083E+00 1.000003543E+0 1.977965400E-01
