Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.176584684E+00 1.235965057E+0 -5.938037300E-02 1.176584684E+00 1.235965057E+0 -5.938037300E-02
1.468000E+10 1.176592487E+00 1.130783181E+0 4.580930600E-02 1.176592487E+00 1.130783181E+0 4.580930600E-02
2.154000E+10 1.176603812E+00 1.072125779E+0 1.044780330E-01 1.176603812E+00 1.072125779E+0 1.044780330E-01
3.162000E+10 1.176620175E+00 1.039579588E+0 1.370405870E-01 1.176620175E+00 1.039579588E+0 1.370405870E-01
4.642000E+10 1.176644050E+00 1.021642906E+0 1.550011440E-01 1.176644050E+00 1.021642906E+0 1.550011440E-01
6.813000E+10 1.176678426E+00 1.011804617E+0 1.648738090E-01 1.176678426E+00 1.011804617E+0 1.648738090E-01
1.000000E+11 1.176727776E+00 1.006420875E+0 1.703069010E-01 1.176727776E+00 1.006420875E+0 1.703069010E-01
1.468000E+11 1.176797910E+00 1.003483151E+0 1.733147590E-01 1.176797910E+00 1.003483151E+0 1.733147590E-01
2.154000E+11 1.176896191E+00 1.001886614E+0 1.750095770E-01 1.176896191E+00 1.001886614E+0 1.750095770E-01
3.162000E+11 1.177031217E+00 1.001018903E+0 1.760123140E-01 1.177031217E+00 1.001018903E+0 1.760123140E-01
4.642000E+11 1.177211910E+00 1.000549078E+0 1.766628320E-01 1.177211910E+00 1.000549078E+0 1.766628320E-01
6.813000E+11 1.177445324E+00 1.000295424E+0 1.771499000E-01 1.177445324E+00 1.000295424E+0 1.771499000E-01
1.000000E+12 1.177733513E+00 1.000158627E+0 1.775748860E-01 1.177733513E+00 1.000158627E+0 1.775748860E-01
1.468000E+12 1.178070521E+00 1.000084997E+0 1.779855240E-01 1.178070521E+00 1.000084997E+0 1.779855240E-01
2.154000E+12 1.178349154E+00 1.000045498E+0 1.783036560E-01 1.178349154E+00 1.000045498E+0 1.783036560E-01
3.162000E+12 1.178762061E+00 1.000024295E+0 1.787377660E-01 1.178762061E+00 1.000024295E+0 1.787377660E-01
4.642000E+12 1.187131073E+00 1.000012951E+0 1.871181220E-01 1.187131073E+00 1.000012951E+0 1.871181220E-01
6.813000E+12 1.189606542E+00 1.000006895E+0 1.895996470E-01 1.189606542E+00 1.000006895E+0 1.895996470E-01
1.000000E+13 1.189921889E+00 1.000003665E+0 1.899182240E-01 1.189921889E+00 1.000003665E+0 1.899182240E-01
