Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.151821370E+00 1.069394907E+0 8.242646300E-02 1.151821370E+00 1.069394907E+0 8.242646300E-02
1.468000E+10 1.151869896E+00 1.067160857E+0 8.470903900E-02 1.151869896E+00 1.067160857E+0 8.470903900E-02
2.154000E+10 1.151940581E+00 1.065000680E+0 8.693990100E-02 1.151940581E+00 1.065000680E+0 8.693990100E-02
3.162000E+10 1.152042829E+00 1.062906917E+0 8.913591200E-02 1.152042829E+00 1.062906917E+0 8.913591200E-02
4.642000E+10 1.152191205E+00 1.060879673E+0 9.131153200E-02 1.152191205E+00 1.060879673E+0 9.131153200E-02
6.813000E+10 1.152404219E+00 1.058918473E+0 9.348574600E-02 1.152404219E+00 1.058918473E+0 9.348574600E-02
1.000000E+11 1.152707610E+00 1.057019608E+0 9.568800200E-02 1.152707610E+00 1.057019608E+0 9.568800200E-02
1.468000E+11 1.154082998E+00 1.055180749E+0 9.890224900E-02 1.154082998E+00 1.055180749E+0 9.890224900E-02
2.154000E+11 1.156664773E+00 1.053402899E+0 1.032618740E-01 1.156664773E+00 1.053402899E+0 1.032618740E-01
3.162000E+11 1.161142581E+00 1.051679899E+0 1.094626820E-01 1.161142581E+00 1.051679899E+0 1.094626820E-01
4.642000E+11 1.163854452E+00 1.050011819E+0 1.138426330E-01 1.163854452E+00 1.050011819E+0 1.138426330E-01
6.813000E+11 1.165623645E+00 1.048398248E+0 1.172253970E-01 1.165623645E+00 1.048398248E+0 1.172253970E-01
1.000000E+12 1.173764935E+00 1.046836121E+0 1.269288140E-01 1.173764935E+00 1.046836121E+0 1.269288140E-01
1.468000E+12 1.180538260E+00 1.045323506E+0 1.352147540E-01 1.180538260E+00 1.045323506E+0 1.352147540E-01
2.154000E+12 1.182766450E+00 1.043861213E+0 1.389052370E-01 1.182766450E+00 1.043861213E+0 1.389052370E-01
3.162000E+12 1.193477472E+00 1.042444164E+0 1.510333080E-01 1.193477472E+00 1.042444164E+0 1.510333080E-01
4.642000E+12 1.199850666E+00 1.041072404E+0 1.587782620E-01 1.199850666E+00 1.041072404E+0 1.587782620E-01
6.813000E+12 1.204783941E+00 1.039745584E+0 1.650383570E-01 1.204783941E+00 1.039745584E+0 1.650383570E-01
1.000000E+13 1.207410992E+00 1.038461170E+0 1.689498220E-01 1.207410992E+00 1.038461170E+0 1.689498220E-01
