T d154 d184 d214 d244
d 150 180 210 240
290 1.221368622E+00 1.219889720E+00 1.219013125E+00 1.218029916E+00
295 1.223651149E+00 1.222260710E+00 1.221271708E+00 1.220542510E+00
300 1.226449536E+00 1.224935067E+00 1.223905026E+00 1.223252407E+00
305 1.229188725E+00 1.227467775E+00 1.226355997E+00 1.225673060E+00
310 1.232393275E+00 1.230305838E+00 1.229162334E+00 1.228255154E+00
315 1.235493956E+00 1.233067652E+00 1.231576110E+00 1.230600641E+00
320 1.237780808E+00 1.235068336E+00 1.233283313E+00 1.232024880E+00
325 1.240050570E+00 1.236956490E+00 1.234660576E+00 1.233222599E+00
330 1.241796575E+00 1.238207853E+00 1.235479968E+00 1.233532241E+00
335 1.242165767E+00 1.237969069E+00 1.234729365E+00 1.232329136E+00
340 1.242265141E+00 1.237360621E+00 1.233513677E+00 1.230332707E+00
