T d154 d184 d214 d244
d 150 180 210 240
290 1.229197720E+00 1.228811781E+00 1.228700770E+00 1.228309206E+00
295 1.230575514E+00 1.230249269E+00 1.230037358E+00 1.229898284E+00
300 1.232709165E+00 1.232259449E+00 1.232046924E+00 1.231977483E+00
305 1.235059187E+00 1.234479062E+00 1.234242946E+00 1.234196384E+00
310 1.238060773E+00 1.237199413E+00 1.237050414E+00 1.236896503E+00
315 1.241181822E+00 1.240079505E+00 1.239742085E+00 1.239659374E+00
320 1.243800876E+00 1.242619949E+00 1.242170704E+00 1.241967552E+00
325 1.246434212E+00 1.245128633E+00 1.244368146E+00 1.244196002E+00
330 1.248679829E+00 1.247151238E+00 1.246219846E+00 1.245766476E+00
335 1.249860383E+00 1.248055329E+00 1.246914828E+00 1.246270276E+00
340 1.250674491E+00 1.248475254E+00 1.247026250E+00 1.245870299E+00
