T d154 d184 d214 d244
d 150 180 210 240
290 1.217880612E+00 1.215518229E+00 1.213780976E+00 1.212072828E+00
295 1.220576301E+00 1.218334586E+00 1.216512823E+00 1.215022247E+00
300 1.223656797E+00 1.221286977E+00 1.219409319E+00 1.217948572E+00
305 1.226485177E+00 1.223863148E+00 1.221821422E+00 1.220231673E+00
310 1.229749180E+00 1.226679199E+00 1.224513686E+00 1.222588141E+00
315 1.232829206E+00 1.229338569E+00 1.226677217E+00 1.224537219E+00
320 1.234921068E+00 1.230977953E+00 1.227849316E+00 1.225232323E+00
325 1.237022477E+00 1.232548201E+00 1.228752677E+00 1.225766413E+00
330 1.238553219E+00 1.233432087E+00 1.229027257E+00 1.225342396E+00
335 1.238549466E+00 1.232614529E+00 1.227472639E+00 1.223102268E+00
340 1.238358141E+00 1.231556630E+00 1.225632432E+00 1.220295988E+00
