fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 56716 339.41 34.16 1.000000000E+00 2.314296512E+00 1.715222377E-08 7.380060945E+04 1.732498868E+00 2.147327861E-07 6.197929862E-03 
00D2 56846 339.57 34.144 1.000000000E+00 2.322413484E+00 1.757072582E-08 7.434330375E+04 1.755790864E+00 2.249340034E-07 1.879817842E-02 
00D3 56948 339.64 34.137 1.000000000E+00 2.324535827E+00 1.757794637E-08 7.132179892E+04 1.693433396E+00 2.045242197E-07 2.438626983E-02 
00D4 57040 339.73 34.128 1.000000000E+00 2.331357102E+00 1.762397768E-08 6.762328931E+04 1.645204069E+00 1.811612708E-07 6.297312151E-03 
00D5 57144 339.79 34.122 1.000000000E+00 2.331462445E+00 1.766805975E-08 6.290308302E+04 1.625454735E+00 1.710378157E-07 3.156749146E-02 
00D6 57238 339.82 34.119 1.000000000E+00 2.344971560E+00 1.794140295E-08 6.853325230E+04 1.693644889E+00 2.036635732E-07 1.218838426E-02 
00D7 57336 339.86 34.115 1.000000000E+00 2.351702259E+00 1.787797997E-08 6.393857933E+04 1.637687911E+00 1.756913390E-07 3.093727028E-02 
00D8 57482 339.9 34.111 1.000000000E+00 2.555972668E+00 2.210277648E-08 5.498862355E+04 1.466262367E+00 1.211852336E-07 1.777935899E-02 
00D9 57610 339.78 34.123 1.000000000E+00 2.541183669E+00 2.105534353E-08 5.814853859E+04 1.518431746E+00 1.416828359E-07 5.700386485E-03 
0D10 57710 339.88 34.113 1.000000000E+00 2.570190541E+00 2.155130937E-08 5.951258343E+04 1.584635554E+00 1.636610941E-07 6.027800911E-03 
0D11 57810 339.94 34.107 1.000000000E+00 2.542149047E+00 2.082525429E-08 5.914189479E+04 1.581503294E+00 1.639556581E-07 5.637641419E-03 
0D12 57908 339.99 34.102 1.000000000E+00 2.538468291E+00 2.057821892E-08 5.959107927E+04 1.602064870E+00 1.718808216E-07 8.264448132E-03 
0D13 58004 340 34.101 1.000000000E+00 2.521612060E+00 2.048185930E-08 5.898432864E+04 1.615870462E+00 1.729383748E-07 7.084576351E-03 
0D14 58108 339.97 34.104 1.000000000E+00 2.531689745E+00 1.995688186E-08 5.869499064E+04 1.597310458E+00 1.680527927E-07 1.063401590E-02 
0D15 58204 339.97 34.104 1.000000000E+00 2.518538836E+00 1.951536126E-08 5.773772082E+04 1.592658731E+00 1.667462779E-07 8.288062006E-03 
0D16 58302 339.99 34.102 1.000000000E+00 2.529823108E+00 1.958893777E-08 5.887468052E+04 1.643717843E+00 1.839393209E-07 5.374108106E-03 
0D17 58408 339.99 34.102 1.000000000E+00 2.529538234E+00 1.968808366E-08 8.512677897E+04 1.828812611E+00 3.070014326E-07 1.771553275E-02 
0D18 58508 340.01 34.1 1.000000000E+00 2.505486131E+00 1.919372853E-08 5.862831142E+04 1.648887914E+00 1.859330685E-07 4.601545960E-03 
0D19 58604 340.03 34.098 1.000000000E+00 2.505591865E+00 1.916773188E-08 5.840926861E+04 1.682050947E+00 1.982805569E-07 1.299346844E-02 
0D20 58704 340.01 34.1 1.000000000E+00 2.478741271E+00 1.896832273E-08 5.823629865E+04 1.681977760E+00 1.997549403E-07 1.625774780E-02 
0D21 58804 340.01 34.1 1.000000000E+00 2.414142006E+00 1.810365467E-08 5.312694135E+04 1.567863149E+00 1.533809031E-07 1.317564577E-01 
0D22 58896 340 34.101 1.000000000E+00 2.433713208E+00 1.839604008E-08 5.693629014E+04 1.656980058E+00 1.922109157E-07 1.054313020E-02 
0D23 59002 340.02 34.099 1.000000000E+00 2.449522586E+00 1.864323071E-08 5.777978441E+04 1.697306831E+00 2.099807712E-07 5.538054938E-03 
0D24 59108 340.02 34.099 1.000000000E+00 2.431371341E+00 1.837008218E-08 5.790522094E+04 1.715076803E+00 2.184314519E-07 2.255212978E-02 
0D25 59196 340.03 34.098 1.000000000E+00 2.181439073E+00 1.845590970E-24 4.141556637E+04 1.089375259E+00 5.131974510E-08 3.459483362E-02 
0D26 59296 340 34.101 1.000000000E+00 2.430076187E+00 1.817708827E-08 5.557232053E+04 1.666827255E+00 1.996250394E-07 5.309011216E-03 
0D27 59392 340 34.101 1.000000000E+00 2.455410963E+00 1.844446167E-08 5.668895242E+04 1.719043465E+00 2.214310264E-07 4.114419772E-03 
0D28 59510 340.03 34.098 1.000000000E+00 2.449132310E+00 1.831073019E-08 5.560040689E+04 1.704208259E+00 2.164660425E-07 9.216159233E-03 
0D29 59592 340.03 34.098 1.000000000E+00 2.455198248E+00 1.833198928E-08 5.720817207E+04 1.744743294E+00 2.386541986E-07 6.255348493E-03 
0D30 59692 340.01 34.1 1.000000000E+00 2.444068007E+00 1.829728334E-08 5.583655537E+04 1.732555253E+00 2.302267032E-07 7.673802174E-03 
0D31 59790 340.02 34.099 1.000000000E+00 2.484362541E+00 1.837918465E-08 5.546906764E+04 1.734523212E+00 2.312403898E-07 4.445418128E-03 
0D32 59898 340.02 34.099 1.000000000E+00 2.458920857E+00 1.788140643E-08 5.466809934E+04 1.708593728E+00 2.251765826E-07 2.878863158E-02 
0D33 59992 340.02 34.099 1.000000000E+00 2.493822438E+00 1.826295225E-08 5.847519031E+04 1.809846635E+00 2.826976212E-07 7.075433600E-02 
0D34 60090 340.03 34.098 1.000000000E+00 2.519181907E+00 1.835762134E-08 5.595252814E+04 1.768523575E+00 2.557627644E-07 1.040639287E-02 
0D35 60188 340.02 34.099 1.000000000E+00 2.531232107E+00 1.832767690E-08 5.458048897E+04 1.758816878E+00 2.486114308E-07 1.868028149E-02 
0D36 60286 340.01 34.1 1.000000000E+00 2.544332815E+00 1.817471707E-08 5.486570690E+04 1.747499471E+00 2.473852159E-07 5.031749664E-03 
0D37 60382 340.03 34.098 1.000000000E+00 2.578497891E+00 1.845371998E-08 5.508226801E+04 1.797094087E+00 2.703303429E-07 3.940772168E-03 
0D38 60480 340.02 34.099 1.000000000E+00 2.569752252E+00 1.819110682E-08 5.401510769E+04 1.765233843E+00 2.578644517E-07 5.112776056E-03 
