T d154 d184 d214 d244
d 150 180 210 240
290 7.197300000E-05 6.812200000E-05 6.608500000E-05 6.493300000E-05
295 6.285300000E-05 5.950300000E-05 5.765000000E-05 5.660800000E-05
300 5.497100000E-05 5.200000000E-05 5.039600000E-05 4.944200000E-05
305 4.852300000E-05 4.602000000E-05 4.457800000E-05 4.378200000E-05
310 4.367100000E-05 4.155200000E-05 4.039600000E-05 3.968100000E-05
315 4.033700000E-05 3.867300000E-05 3.769200000E-05 3.717500000E-05
320 3.817200000E-05 3.706100000E-05 3.644900000E-05 3.614200000E-05
325 3.662200000E-05 3.625200000E-05 3.619300000E-05 3.631300000E-05
330 3.441400000E-05 3.537900000E-05 3.631100000E-05 3.714400000E-05
335 2.955600000E-05 3.251300000E-05 3.542500000E-05 3.770600000E-05
340 1.869500000E-05 2.548900000E-05 3.144800000E-05 3.626200000E-05
