T d154 d184 d214 d244
d 150 180 210 240
290 8.897000000E-06 8.383000000E-06 8.101000000E-06 7.946000000E-06
295 7.428000000E-06 7.090000000E-06 6.927000000E-06 6.844000000E-06
300 5.927000000E-06 5.849000000E-06 5.874000000E-06 5.921000000E-06
305 3.970000000E-06 4.370000000E-06 4.724000000E-06 5.016000000E-06
310 7.659999999E-07 2.035000000E-06 3.007000000E-06 3.770000000E-06
315 -4.830000000E-06 -2.089000000E-06 -9.999999939E-09 1.591000000E-06
320 8.151000000E-06 7.300000000E-06 6.808000000E-06 6.530000000E-06
325 8.721000000E-06 7.612000000E-06 6.996000000E-06 6.634000000E-06
330 1.068500000E-05 8.996000000E-06 8.059000000E-06 7.536000000E-06
335 1.486400000E-05 1.196000000E-05 1.038600000E-05 9.487000000E-06
340 2.292700000E-05 1.760700000E-05 1.462600000E-05 1.293900000E-05
