N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -9.229933400E-02 -7.702519800E-02 -6.230811600E-02 -4.837954200E-02
1.600000000E+01 2.534068500E-02 2.485953500E-02 2.391867600E-02 2.303081300E-02
1.700000000E+01 6.264222500E-02 6.516249800E-02 6.474549600E-02 6.588586600E-02
1.549996187E+01 -5.394264300E-02 -6.663188500E-02 -7.688295300E-02 -8.645367000E-02
1.649996187E+01 5.051030200E-02 5.314857300E-02 5.473216800E-02 5.612430400E-02
1.674996808E+01 6.131256100E-02 6.107830700E-02 6.332852300E-02 6.464892800E-02
1.624993176E+01 3.899202500E-02 4.022105800E-02 4.098579800E-02 4.134569600E-02
1.574996808E+01 3.937389000E-03 -5.217000000E-06 -4.198199000E-03 -7.045531000E-03
1.524993176E+01 -1.766906560E-01 -1.722678090E-01 -1.675049840E-01 -1.626940100E-01
