N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.164140080E-01 -1.127547620E-01 -1.104967990E-01 -1.092177740E-01
1.600000000E+01 2.814250900E-02 2.832671800E-02 2.805948400E-02 2.782286900E-02
1.700000000E+01 5.946919500E-02 5.860384500E-02 5.690823600E-02 5.715320700E-02
1.549996187E+01 -1.741003900E-02 -1.609224900E-02 -1.315769300E-02 -1.086165200E-02
1.649996187E+01 4.871838100E-02 4.885974300E-02 4.843300400E-02 4.816767800E-02
1.674996808E+01 5.721558200E-02 5.516784900E-02 5.522138000E-02 5.487581200E-02
1.624993176E+01 3.867270700E-02 3.864812100E-02 3.828365700E-02 3.769714100E-02
1.574996808E+01 1.509483300E-02 1.578377300E-02 1.581469400E-02 1.700412100E-02
1.524993176E+01 -1.103116310E-01 -1.027963140E-01 -9.536185800E-02 -8.951539100E-02
