N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.048571780E-01 -9.676612300E-02 -9.040657700E-02 -8.570138900E-02
1.600000000E+01 2.727402900E-02 2.737242900E-02 2.709813300E-02 2.690571600E-02
1.700000000E+01 6.193483200E-02 6.063231500E-02 5.850377900E-02 5.838073100E-02
1.549996187E+01 -3.288394600E-02 -3.449320600E-02 -3.305005800E-02 -3.103242700E-02
1.649996187E+01 5.108768200E-02 5.131127500E-02 5.076685300E-02 5.029974600E-02
1.674996808E+01 6.016641800E-02 5.790060600E-02 5.760137800E-02 5.690369600E-02
1.624993176E+01 3.976796400E-02 3.991646700E-02 3.961206200E-02 3.900616400E-02
1.574996808E+01 1.032327700E-02 1.012284800E-02 9.772139000E-03 1.090056300E-02
1.524993176E+01 -1.518882220E-01 -1.524842460E-01 -1.493650140E-01 -1.445510180E-01
