N x
1.5254976E+0 9.8561056E+20
1.5125299E+0 1.2054696E+21
1.5042344E+0 1.3556021E+21
1.4934723E+0 1.2342036E+21
1.4831719E+0 1.0951773E+21
1.4695407E+0 1.1563160E+21
1.4603556E+0 1.3378242E+21
1.4496555E+0 1.2970833E+21
1.4397106E+0 1.4205499E+21
1.4306758E+0 1.1749204E+21
1.4165696E+0 1.1532830E+21
1.4069456E+0 1.2847558E+21
1.3950710E+0 1.0603601E+21
1.3806730E+0 1.0224819E+21
1.3675789E+0 1.2603226E+21
1.3581752E+0 1.4711979E+21
1.3481417E+0 1.1329158E+21
1.3327010E+0 1.0924577E+21
1.3215142E+0 1.2088086E+21
1.3083761E+0 1.2318095E+21
1.2974418E+0 1.3684045E+21
1.2865056E+0 1.1260764E+21
1.2705869E+0 1.0602584E+21
1.2577168E+0 1.2345298E+21
1.2455865E+0 1.2727711E+21
1.2332218E+0 1.1372711E+21
1.2178672E+0 1.0786874E+21
1.2036787E+0 1.0754399E+21
1.1878507E+0 1.1933390E+21
1.1763356E+0 1.2175503E+21
1.1606923E+0 1.1401503E+21
1.1470191E+0 1.1368370E+21
1.1308825E+0 1.2003973E+21
1.1184626E+0 1.1764527E+21
1.1013103E+0 1.1662251E+21
1.0882871E+0 1.2291209E+21
1.0722416E+0 1.1105452E+21
1.0556705E+0 1.1527912E+21
1.0403539E+0 1.2084822E+21
1.0247823E+0 1.1455868E+21
1.0072471E+0 1.1801941E+21
9.9215783E-1 1.1278565E+21
9.7246672E-1 1.1003980E+21
9.5593087E-1 1.2329279E+21
9.3952342E-1 1.2128942E+21
9.2183306E-1 1.1226818E+21
9.0195993E-1 1.1073423E+21
8.8297533E-1 1.1813528E+21
8.6475117E-1 1.1825571E+21
8.4497056E-1 1.1805181E+21
8.2583955E-1 1.2147741E+21
