x N
1.5671900E+0 1.1065635E+21
1.5559545E+0 1.1312449E+21
1.5451328E+0 1.1632019E+21
1.5343505E+0 1.1677548E+21
1.5234608E+0 1.1547776E+21
1.5122769E+0 1.1479057E+21
1.5010930E+0 1.1748726E+21
1.4902623E+0 1.1849820E+21
1.4791026E+0 1.1624994E+21
1.4676779E+0 1.1544265E+21
1.4561848E+0 1.1786218E+21
1.4450567E+0 1.1798742E+21
1.4334066E+0 1.1586406E+21
1.4216762E+0 1.0662415E+21
1.4077714E+0 1.0775144E+21
1.3960985E+0 1.1817399E+21
1.3842344E+0 1.1692461E+21
1.3721054E+0 1.1653860E+21
1.3599511E+0 1.1759012E+21
1.3478247E+0 1.1687408E+21
1.3352979E+0 1.1682412E+21
1.3229348E+0 1.1685831E+21
1.3101775E+0 1.1710054E+21
1.2976280E+0 1.1644385E+21
1.2844738E+0 1.1654597E+21
1.2716937E+0 1.1723420E+21
1.2584239E+0 1.1639183E+21
1.2451840E+0 1.1602062E+21
1.2315418E+0 1.1659408E+21
1.2181449E+0 1.1602549E+21
1.2040610E+0 1.1572138E+21
1.1902809E+0 1.1579935E+21
1.1758825E+0 1.1560276E+21
1.1617191E+0 1.1494727E+21
1.1467952E+0 1.1452147E+21
1.1321572E+0 1.1568753E+21
1.1171442E+0 1.1445796E+21
1.1017852E+0 1.1478239E+21
1.0864409E+0 1.1470453E+21
1.0706201E+0 1.1383153E+21
1.0545764E+0 1.1371129E+21
1.0382354E+0 1.1378273E+21
1.0217043E+0 1.1383463E+21
1.0048443E+0 1.1364415E+21
