x N
1.5327696E+0 1.1836006E+21
1.5220304E+0 1.1512763E+21
1.5106052E+0 1.1565342E+21
1.4998095E+0 1.1976356E+21
1.4889878E+0 1.2182192E+21
1.4784048E+0 1.1869833E+21
1.4668536E+0 1.1651525E+21
1.4556887E+0 1.2320166E+21
1.4452078E+0 1.2416543E+21
1.4340450E+0 1.1882062E+21
1.4224161E+0 1.1997679E+21
1.4112962E+0 1.1995133E+21
1.3994734E+0 1.1745946E+21
1.3876749E+0 1.2010585E+21
1.3761784E+0 1.2040381E+21
1.3642372E+0 1.1977205E+21
1.3524157E+0 1.2126415E+21
1.3405604E+0 1.2010292E+21
1.3282952E+0 1.2028529E+21
1.3162598E+0 1.2068083E+21
1.3038472E+0 1.1834311E+21
1.2910919E+0 1.1755923E+21
1.2782638E+0 1.1969095E+21
1.2657154E+0 1.1988545E+21
1.2526695E+0 1.1989248E+21
1.2398636E+0 1.1853891E+21
1.2262413E+0 1.2013949E+21
1.2135161E+0 1.1972668E+21
1.1995017E+0 1.1998883E+21
1.1865495E+0 1.1960354E+21
1.1721238E+0 1.1731293E+21
1.1583185E+0 1.1854473E+21
1.1438374E+0 1.1814751E+21
1.1295891E+0 1.1886746E+21
1.1149134E+0 1.1709725E+21
1.0998416E+0 1.1676343E+21
1.0846761E+0 1.1774088E+21
1.0694364E+0 1.1842273E+21
1.0540136E+0 1.1742853E+21
1.0380566E+0 1.1629964E+21
1.0218464E+0 1.1696046E+21
1.0055665E+0 1.1777448E+21
9.8905587E-1 1.1651200E+21
9.7185956E-1 1.1515060E+21
