fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00S1 7:39 299.2 38.75 1.000E+000 4.714E+000 5.491E-011 6.924E+002 2.773E+000 4.325E-006 1.324E-005 8.776E-003 1.315E-005 2.888E-008 2.503E-001 4.400E-003 6.413E-006 5.288E-004 
00S2 7:54 303 38.26 1.000E+000 4.746E+000 1.012E-010 7.107E+002 2.742E+000 5.061E-006 1.460E-005 9.847E-003 1.450E-005 3.575E-008 2.504E-001 4.900E-003 7.149E-006 6.652E-004 
00S3 8:14 305.7 37.93 1.000E+000 4.710E+000 1.633E-010 7.235E+002 2.730E+000 5.805E-006 1.351E-005 9.201E-003 1.342E-005 3.092E-008 2.505E-001 4.600E-003 6.577E-006 1.266E-001 
00S4 8:33 308.2 37.62 1.000E+000 4.697E+000 2.473E-010 7.351E+002 2.721E+000 6.549E-006 1.340E-005 9.197E-003 1.331E-005 3.067E-008 2.505E-001 4.600E-003 6.523E-006 1.427E-003 
00S5 8:52 311 37.28 1.000E+000 4.566E+000 3.797E-010 7.478E+002 2.685E+000 7.288E-006 1.367E-005 9.457E-003 1.358E-005 3.219E-008 2.506E-001 4.700E-003 6.704E-006 9.816E-004 
00S6 9:12 313.8 36.95 1.000E+000 4.514E+000 5.828E-010 7.600E+002 2.666E+000 8.252E-006 1.355E-005 9.421E-003 1.346E-005 3.179E-008 2.507E-001 4.700E-003 6.621E-006 6.974E-004 
00S7 9:39 316.8 36.6 1.000E+000 4.850E+000 8.865E-010 7.724E+002 2.641E+000 9.396E-006 1.409E-005 9.827E-003 1.400E-005 3.450E-008 2.508E-001 4.900E-003 6.899E-006 4.844E-004 
00S8 9:57 319.3 36.31 1.000E+000 5.773E+000 1.334E-009 7.823E+002 2.636E+000 1.065E-005 1.318E-005 9.189E-003 1.308E-005 3.014E-008 2.509E-001 4.600E-003 6.410E-006 7.074E-003 
00S9 10:17 322.3 35.97 1.000E+000 7.422E+000 1.887E-009 7.933E+002 2.707E+000 1.396E-005 1.984E-005 1.356E-002 1.963E-005 6.695E-008 2.515E-001 6.800E-003 9.700E-006 9.245E-003 
0S10 10:36 325.4 35.63 1.000E+000 5.954E+000 3.025E-009 8.036E+002 2.603E+000 1.393E-005 1.524E-005 1.051E-002 1.511E-005 3.992E-008 2.513E-001 5.300E-003 7.388E-006 5.401E-004 
0S11 10:57 328.2 35.33 1.000E+000 7.913E+000 4.816E-009 8.120E+002 2.603E+000 1.593E-005 1.500E-005 1.025E-002 1.483E-005 3.821E-008 2.513E-001 5.100E-003 7.347E-006 2.877E-003 
0S12 11:28 331.6 34.96 1.000E+000 6.804E+000 7.708E-009 8.208E+002 2.635E+000 1.974E-005 1.596E-005 1.064E-002 1.580E-005 4.231E-008 2.516E-001 5.300E-003 7.834E-006 7.988E-004 
0S13 11:44 333.5 34.77 1.000E+000 6.472E+000 1.014E-008 8.250E+002 2.607E+000 2.081E-005 1.437E-005 9.525E-003 1.423E-005 3.409E-008 2.515E-001 4.800E-003 6.954E-006 5.668E-004 
