d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.020362519E+00 1.068126534E+00 -4.776401500E-02 1.020345612E+00 1.068135125E+00 -4.778951300E-02 1.690700000E-05 -8.591000000E-06
150 1.524993176E+01 1.024549063E+00 1.002595993E+00 2.195307000E-02 1.024584052E+00 1.002592156E+00 2.199189600E-02 -3.498900000E-05 3.837000000E-06
150 1.549996187E+01 1.178544815E+00 1.217519704E+00 -3.897488900E-02 1.178530456E+00 1.217455869E+00 -3.892541300E-02 1.435900000E-05 6.383500000E-05
150 1.574996808E+01 1.239344886E+00 1.231208539E+00 8.136347000E-03 1.239280043E+00 1.231113776E+00 8.166267000E-03 6.484300000E-05 9.476300000E-05
150 1.600000000E+01 1.267747256E+00 1.241779817E+00 2.596743900E-02 1.267616893E+00 1.241648423E+00 2.596847000E-02 1.303630000E-04 1.313940000E-04
150 1.624993176E+01 1.286945118E+00 1.249312474E+00 3.763264400E-02 1.286704530E+00 1.249135349E+00 3.756918100E-02 2.405880000E-04 1.771250000E-04
150 1.649996187E+01 1.304100325E+00 1.256189381E+00 4.791094400E-02 1.303649910E+00 1.255953009E+00 4.769690100E-02 4.504150000E-04 2.363720000E-04
150 1.674996808E+01 1.324328284E+00 1.267244038E+00 5.708424600E-02 1.323453397E+00 1.266925783E+00 5.652761400E-02 8.748870000E-04 3.182550000E-04
150 1.700000000E+01 1.345294413E+00 1.284687454E+00 6.060695900E-02 1.343544357E+00 1.284270136E+00 5.927422100E-02 1.750056000E-03 4.173180000E-04
180 1.500000000E+01 1.018433763E+00 1.063854570E+00 -4.542080700E-02 1.018420153E+00 1.063860545E+00 -4.544039200E-02 1.361000000E-05 -5.975000000E-06
180 1.524993176E+01 1.035185628E+00 1.183036452E+00 -1.478508240E-01 1.035212682E+00 1.183003490E+00 -1.477908080E-01 -2.705400000E-05 3.296200000E-05
180 1.549996187E+01 1.179845657E+00 1.215220977E+00 -3.537532000E-02 1.179828578E+00 1.215160624E+00 -3.533204600E-02 1.707900000E-05 6.035300000E-05
180 1.574996808E+01 1.238733195E+00 1.229456364E+00 9.276831000E-03 1.238670168E+00 1.229367031E+00 9.303137000E-03 6.302700000E-05 8.933300000E-05
180 1.600000000E+01 1.266782399E+00 1.240372605E+00 2.640979400E-02 1.266658503E+00 1.240247649E+00 2.641085400E-02 1.238960000E-04 1.249560000E-04
180 1.624993176E+01 1.286180264E+00 1.248450222E+00 3.773004200E-02 1.285953427E+00 1.248279964E+00 3.767346300E-02 2.268370000E-04 1.702580000E-04
180 1.649996187E+01 1.304108751E+00 1.255797135E+00 4.831161600E-02 1.303683007E+00 1.255566431E+00 4.811657600E-02 4.257440000E-04 2.307040000E-04
