N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 -1.398939360E-01 -1.392186000E-01 -1.376982300E-01 -1.351424690E-01 -1.312680610E-01 -1.257069020E-01 -1.180478790E-01 -1.079412170E-01 -9.528794900E-02 -8.048974000E-02 -6.462205200E-02 -4.929167500E-02 -3.606768200E-02 -2.580744700E-02 -1.843954100E-02 -1.332888000E-02 -9.790780000E-03 -7.341977000E-03 -5.705554000E-03
1.600000000E+01 2.955538700E-02 2.984827600E-02 3.015014500E-02 3.030610200E-02 3.039989700E-02 3.044427300E-02 3.041076900E-02 3.033001900E-02 3.020145200E-02 3.004611400E-02 2.988321000E-02 2.973445900E-02 2.962063500E-02 2.960408800E-02 2.965945300E-02 2.978914900E-02 2.997561200E-02 3.017815800E-02 3.037510100E-02
1.700000000E+01 5.136059200E-02 5.304372400E-02 5.416504000E-02 5.448418800E-02 5.857875100E-02 5.769697900E-02 5.671151700E-02 5.625991100E-02 5.584049000E-02 5.590764200E-02 5.628788200E-02 5.689271000E-02 5.804636600E-02 5.946778300E-02 6.109756300E-02 6.263457900E-02 6.418687400E-02 6.560611700E-02 6.681823900E-02
1.549996187E+01 9.409488000E-03 9.285010000E-03 9.305888000E-03 9.490232000E-03 9.862480000E-03 1.045376200E-02 1.129640800E-02 1.241104900E-02 1.378634800E-02 1.535799400E-02 1.700211500E-02 1.855907000E-02 1.988444000E-02 2.089553100E-02 2.158147900E-02 2.197956200E-02 2.214532400E-02 2.213335800E-02 2.198746800E-02
1.649996187E+01 4.882439300E-02 5.010666000E-02 5.118741300E-02 5.191568100E-02 5.234237200E-02 5.241233900E-02 5.212017100E-02 5.151815600E-02 5.072925900E-02 4.991726200E-02 4.925107100E-02 4.886463400E-02 4.882738800E-02 4.913475900E-02 4.972095000E-02 5.048856500E-02 5.134039800E-02 5.219594600E-02 5.297543000E-02
1.674996808E+01 5.343782200E-02 5.547712200E-02 5.654821100E-02 5.732921100E-02 5.778527200E-02 5.785665900E-02 5.755974400E-02 5.699166100E-02 5.630453300E-02 5.573083600E-02 5.538753900E-02 5.544638400E-02 5.587323500E-02 5.665162200E-02 5.768237900E-02 5.884930700E-02 6.002927000E-02 6.113286200E-02 6.214530400E-02
1.624993176E+01 3.940006700E-02 4.014098900E-02 4.076206500E-02 4.122085000E-02 4.148116600E-02 4.152262100E-02 4.134414900E-02 4.096717700E-02 4.043715200E-02 3.984401600E-02 3.928567900E-02 3.885311300E-02 3.862821300E-02 3.864790500E-02 3.888340800E-02 3.928833800E-02 3.980081500E-02 4.034186600E-02 4.087272700E-02
1.574996808E+01 2.282506800E-02 2.280615600E-02 2.285598700E-02 2.290378700E-02 2.300371200E-02 2.316151300E-02 2.339282000E-02 2.370301200E-02 2.408627000E-02 2.452105900E-02 2.496985300E-02 2.538753500E-02 2.572098200E-02 2.596278900E-02 2.613093200E-02 2.620313100E-02 2.621089500E-02 2.616553500E-02 2.607351600E-02
1.524993176E+01 -3.023350800E-02 -3.019614400E-02 -2.979059700E-02 -2.895893900E-02 -2.761297300E-02 -2.563901600E-02 -2.291727400E-02 -1.936313400E-02 -1.500068700E-02 -1.000079600E-02 -4.761389000E-03 2.177040000E-04 4.468897000E-03 7.764888000E-03 1.011537800E-02 1.169037900E-02 1.266732100E-02 1.320818800E-02 1.342160700E-02
