N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.227238047E+00 1.223824341E+00 1.221196977E+00 1.218947551E+00
1.016672606E+01 1.227512459E+00 1.224222052E+00 1.221740286E+00 1.219672869E+00
1.033324570E+01 1.227903950E+00 1.224782191E+00 1.222494493E+00 1.220659550E+00
1.049996187E+01 1.228455998E+00 1.225558103E+00 1.223544589E+00 1.221960990E+00
1.066670514E+01 1.229222043E+00 1.226609504E+00 1.224919008E+00 1.223620420E+00
1.083333839E+01 1.230262804E+00 1.227995049E+00 1.226651464E+00 1.225669640E+00
1.100000000E+01 1.231639672E+00 1.229761011E+00 1.228771554E+00 1.228103999E+00
1.116672606E+01 1.233404455E+00 1.231929778E+00 1.231296813E+00 1.230896039E+00
1.133324570E+01 1.235588545E+00 1.234494342E+00 1.234139293E+00 1.233936618E+00
1.149996187E+01 1.238196649E+00 1.237423316E+00 1.237266987E+00 1.237190732E+00
1.166670514E+01 1.241209178E+00 1.240674937E+00 1.240647340E+00 1.240653992E+00
1.183333839E+01 1.244592442E+00 1.244212886E+00 1.244246915E+00 1.244283353E+00
1.200000000E+01 1.248312013E+00 1.248017305E+00 1.248078963E+00 1.248121635E+00
1.216672606E+01 1.252343915E+00 1.252087535E+00 1.252153648E+00 1.252193705E+00
1.233324570E+01 1.256679434E+00 1.256436845E+00 1.256511237E+00 1.256548506E+00
1.249996187E+01 1.261321654E+00 1.261082835E+00 1.261162255E+00 1.261192130E+00
1.266670514E+01 1.266276827E+00 1.266038694E+00 1.266122938E+00 1.266169476E+00
1.283333839E+01 1.271546198E+00 1.271309511E+00 1.271411403E+00 1.271446878E+00
1.300000000E+01 1.277123900E+00 1.276897619E+00 1.277023695E+00 1.277070989E+00
