N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+17 340 1.115422237E+00 1.161252085E+00
1.468000E+10 1.000e+17 340 1.128475805E+00 1.161841550E+00
2.154000E+10 1.000e+17 340 1.139273589E+00 1.162686529E+00
3.162000E+10 1.000e+17 340 1.144141040E+00 1.163884977E+00
4.642000E+10 1.000e+17 340 1.151355703E+00 1.165562911E+00
6.813000E+10 1.000e+17 340 1.157706597E+00 1.167865108E+00
1.000000E+11 1.000e+17 340 1.163689181E+00 1.170938231E+00
1.468000E+11 1.000e+17 340 1.169721462E+00 1.174060657E+00
2.154000E+11 1.000e+17 340 1.174251879E+00 1.175759752E+00
3.162000E+11 1.000e+17 340 1.180863638E+00 1.183363845E+00
4.642000E+11 1.000e+17 340 1.185062131E+00 1.186803960E+00
6.813000E+11 1.000e+17 340 1.190070804E+00 1.191317388E+00
1.000000E+12 1.000e+17 340 1.195806977E+00 1.196697267E+00
1.468000E+12 1.000e+17 340 1.201788501E+00 1.202423473E+00
2.154000E+12 1.000e+17 340 1.206841623E+00 1.207291316E+00
3.162000E+12 1.000e+17 340 1.211413215E+00 1.211729767E+00
4.642000E+12 1.000e+17 340 1.215600425E+00 1.215822809E+00
6.813000E+12 1.000e+17 340 1.218693004E+00 1.218848253E+00
1.000000E+13 1.000e+17 340 1.221244029E+00 1.221358682E+00
