N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+17 290 1.127818286E+00 1.136445664E+00
1.468000E+10 1.000e+17 290 1.130851482E+00 1.136867400E+00
2.154000E+10 1.000e+17 290 1.133271745E+00 1.137442987E+00
3.162000E+10 1.000e+17 290 1.135324147E+00 1.138205976E+00
4.642000E+10 1.000e+17 290 1.137192942E+00 1.139179747E+00
6.813000E+10 1.000e+17 290 1.138996938E+00 1.140365062E+00
1.000000E+11 1.000e+17 290 1.140996390E+00 1.141937133E+00
1.468000E+11 1.000e+17 290 1.143427835E+00 1.144058255E+00
2.154000E+11 1.000e+17 290 1.144590976E+00 1.145025124E+00
3.162000E+11 1.000e+17 290 1.146224877E+00 1.146522924E+00
4.642000E+11 1.000e+17 290 1.147551257E+00 1.148656299E+00
6.813000E+11 1.000e+17 290 1.155603660E+00 1.156789717E+00
1.000000E+12 1.000e+17 290 1.160320348E+00 1.160427004E+00
1.468000E+12 1.000e+17 290 1.161197519E+00 1.161270558E+00
2.154000E+12 1.000e+17 290 1.161862311E+00 1.161912244E+00
3.162000E+12 1.000e+17 290 1.162513106E+00 1.162502628E+00
4.642000E+12 1.000e+17 290 1.16548E+00 1.16548E+00
6.813000E+12 1.000e+17 290 1.172642427E+00 1.172649454E+00
1.000000E+13 1.000e+17 290 1.174324080E+00 1.174454839E+00
