N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+17 295 1.130088626E+00 1.141064027E+00
1.468000E+10 1.000e+17 295 1.133827488E+00 1.141522470E+00
2.154000E+10 1.000e+17 295 1.136794530E+00 1.142152824E+00
3.162000E+10 1.000e+17 295 1.139281608E+00 1.142996697E+00
4.642000E+10 1.000e+17 295 1.141518958E+00 1.144088486E+00
6.813000E+10 1.000e+17 295 1.143664888E+00 1.145439815E+00
1.000000E+11 1.000e+17 295 1.145799779E+00 1.147025110E+00
1.468000E+11 1.000e+17 295 1.148767887E+00 1.149611684E+00
2.154000E+11 1.000e+17 295 1.150678032E+00 1.151263575E+00
3.162000E+11 1.000e+17 295 1.152277394E+00 1.152681168E+00
4.642000E+11 1.000e+17 295 1.154169881E+00 1.154447525E+00
6.813000E+11 1.000e+17 295 1.155881834E+00 1.156074749E+00
1.000000E+12 1.000e+17 295 1.158555622E+00 1.159556032E+00
1.468000E+12 1.000e+17 295 1.168298994E+00 1.168722756E+00
2.154000E+12 1.000e+17 295 1.169660999E+00 1.169729196E+00
3.162000E+12 1.000e+17 295 1.170453636E+00 1.170473548E+00
4.642000E+12 1.000e+17 295 1.170548319E+00 1.170470414E+00
6.813000E+12 1.000e+17 295 1.172835E+00 1.172835E+00
1.000000E+13 1.000e+17 295 1.177345973E+00 1.177983137E+00
