N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+17 320 1.128586473E+00 1.157529763E+00
1.468000E+10 1.000e+17 320 1.137033299E+00 1.158108218E+00
2.154000E+10 1.000e+17 320 1.143815272E+00 1.158336615E+00
3.162000E+10 1.000e+17 320 1.149341385E+00 1.158633993E+00
4.642000E+10 1.000e+17 320 1.154055525E+00 1.159061678E+00
6.813000E+10 1.000e+17 320 1.158195487E+00 1.159671502E+00
1.000000E+11 1.000e+17 320 1.159332346E+00 1.161696016E+00
1.468000E+11 1.000e+17 320 1.162227788E+00 1.164757903E+00
2.154000E+11 1.000e+17 320 1.167651977E+00 1.169433533E+00
3.162000E+11 1.000e+17 320 1.171170320E+00 1.171624964E+00
4.642000E+11 1.000e+17 320 1.173815753E+00 1.174671865E+00
6.813000E+11 1.000e+17 320 1.176195169E+00 1.176789718E+00
1.000000E+12 1.000e+17 320 1.179385054E+00 1.179800213E+00
1.468000E+12 1.000e+17 320 1.182501913E+00 1.182791443E+00
2.154000E+12 1.000e+17 320 1.187593981E+00 1.188183159E+00
3.162000E+12 1.000e+17 320 1.192206917E+00 1.192351591E+00
4.642000E+12 1.000e+17 320 1.195374857E+00 1.195733053E+00
6.813000E+12 1.000e+17 320 1.201024702E+00 1.200829556E+00
1.000000E+13 1.000e+17 320 1.20251544E+00 1.20251544E+00
