N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+17 310 1.131820900E+00 1.151941664E+00
1.468000E+10 1.000e+17 310 1.138209342E+00 1.152150573E+00
2.154000E+10 1.000e+17 310 1.143275159E+00 1.152453480E+00
3.162000E+10 1.000e+17 310 1.147422675E+00 1.152890366E+00
4.642000E+10 1.000e+17 310 1.151023848E+00 1.153515725E+00
6.813000E+10 1.000e+17 310 1.152742325E+00 1.154401585E+00
1.000000E+11 1.000e+17 310 1.154273200E+00 1.155639026E+00
1.468000E+11 1.000e+17 310 1.156180795E+00 1.157595159E+00
2.154000E+11 1.000e+17 310 1.160958816E+00 1.162127462E+00
3.162000E+11 1.000e+17 310 1.164678882E+00 1.165493556E+00
4.642000E+11 1.000e+17 310 1.167281309E+00 1.167848969E+00
6.813000E+11 1.000e+17 310 1.170645244E+00 1.171462391E+00
1.000000E+12 1.000e+17 310 1.175990739E+00 1.176497121E+00
1.468000E+12 1.000e+17 310 1.179790321E+00 1.179987524E+00
2.154000E+12 1.000e+17 310 1.181605464E+00 1.181741538E+00
3.162000E+12 1.000e+17 310 1.182859431E+00 1.182954084E+00
4.642000E+12 1.000e+17 310 1.184334238E+00 1.184259361E+00
6.813000E+12 1.000e+17 310 1.185367014E+00 1.185273786E+00
1.000000E+13 1.000e+17 310 1.191856391E+00 1.191864587E+00
