N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+17 325 1.129778695E+00 1.159309980E+00
1.468000E+10 1.000e+17 325 1.135180609E+00 1.159898718E+00
2.154000E+10 1.000e+17 325 1.142836064E+00 1.160671631E+00
3.162000E+10 1.000e+17 325 1.149096966E+00 1.161824223E+00
4.642000E+10 1.000e+17 325 1.154412953E+00 1.162196385E+00
6.813000E+10 1.000e+17 325 1.159211908E+00 1.162705109E+00
1.000000E+11 1.000e+17 325 1.162295084E+00 1.163927616E+00
1.468000E+11 1.000e+17 325 1.164171413E+00 1.167228086E+00
2.154000E+11 1.000e+17 325 1.169754347E+00 1.171913944E+00
3.162000E+11 1.000e+17 325 1.173777506E+00 1.174188103E+00
4.642000E+11 1.000e+17 325 1.178100523E+00 1.179154857E+00
6.813000E+11 1.000e+17 325 1.181283011E+00 1.182024809E+00
1.000000E+12 1.000e+17 325 1.184824969E+00 1.185341124E+00
1.468000E+12 1.000e+17 325 1.188600836E+00 1.188962712E+00
2.154000E+12 1.000e+17 325 1.190826624E+00 1.191078581E+00
3.162000E+12 1.000e+17 325 1.193621135E+00 1.194140239E+00
4.642000E+12 1.000e+17 325 1.200911967E+00 1.201033119E+00
6.813000E+12 1.000e+17 325 1.202855102E+00 1.202911235E+00
1.000000E+13 1.000e+17 325 1.204054E+00 1.20435710E+00
