N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+17 300 1.168025405E+00 1.207913109E+00
1.468000E+10 1.000e+17 300 1.173785836E+00 1.207918144E+00
2.154000E+10 1.000e+17 300 1.177955049E+00 1.207925319E+00
3.162000E+10 1.000e+17 300 1.184725048E+00 1.207935651E+00
4.642000E+10 1.000e+17 300 1.187155711E+00 1.207950566E+00
6.813000E+10 1.000e+17 300 1.194240561E+00 1.207972039E+00
1.000000E+11 1.000e+17 300 1.195369940E+00 1.208002789E+00
1.468000E+11 1.000e+17 300 1.206265217E+00 1.208046405E+00
2.154000E+11 1.000e+17 300 1.206894041E+00 1.208107337E+00
3.162000E+11 1.000e+17 300 1.207366049E+00 1.208190780E+00
4.642000E+11 1.000e+17 300 1.207742487E+00 1.208301942E+00
6.813000E+11 1.000e+17 300 1.208065842E+00 1.208444553E+00
1.000000E+12 1.000e+17 300 1.208363561E+00 1.216208001E+00
1.468000E+12 1.000e+17 300 1.217972589E+00 1.219591982E+00
2.154000E+12 1.000e+17 300 1.219714083E+00 1.219840795E+00
3.162000E+12 1.000e+17 300 1.220064202E+00 1.220149982E+00
4.642000E+12 1.000e+17 300 1.220389952E+00 1.220447891E+00
6.813000E+12 1.000e+17 300 1.232005687E+00 1.235478865E+00
1.000000E+13 1.000e+17 300 1.244848432E+00 1.244880720E+00
