N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+17 300 1.131486602E+00 1.146058459E+00
1.468000E+10 1.000e+17 300 1.136240370E+00 1.146538477E+00
2.154000E+10 1.000e+17 300 1.139988872E+00 1.147203830E+00
3.162000E+10 1.000e+17 300 1.143078137E+00 1.148105197E+00
4.642000E+10 1.000e+17 300 1.145794626E+00 1.149286296E+00
6.813000E+10 1.000e+17 300 1.148352280E+00 1.150773842E+00
1.000000E+11 1.000e+17 300 1.150876150E+00 1.152554664E+00
1.468000E+11 1.000e+17 300 1.153655650E+00 1.155141096E+00
2.154000E+11 1.000e+17 300 1.157146898E+00 1.158004578E+00
3.162000E+11 1.000e+17 300 1.158956768E+00 1.159513973E+00
4.642000E+11 1.000e+17 300 1.160819890E+00 1.161205218E+00
6.813000E+11 1.000e+17 300 1.162925463E+00 1.163192338E+00
1.000000E+12 1.000e+17 300 1.164688571E+00 1.164872683E+00
1.468000E+12 1.000e+17 300 1.166084989E+00 1.166210487E+00
2.154000E+12 1.000e+17 300 1.172225119E+00 1.173109607E+00
3.162000E+12 1.000e+17 300 1.178763709E+00 1.178804292E+00
4.642000E+12 1.000e+17 300 1.179685191E+00 1.179536253E+00
6.813000E+12 1.000e+17 300 1.167167569E+00 1.167060114E+00
1.000000E+13 1.000e+17 300 1.178356474E+00 1.178370724E+00
