N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+17 325 1.173296060E+00 1.229946191E+00
1.468000E+10 1.000e+17 325 1.187962093E+00 1.229966566E+00
2.154000E+10 1.000e+17 325 1.199543333E+00 1.229996484E+00
3.162000E+10 1.000e+17 325 1.208345440E+00 1.230039864E+00
4.642000E+10 1.000e+17 325 1.214851451E+00 1.230102715E+00
6.813000E+10 1.000e+17 325 1.219576457E+00 1.230193375E+00
1.000000E+11 1.000e+17 325 1.222985158E+00 1.230322802E+00
1.468000E+11 1.000e+17 325 1.225461485E+00 1.230505735E+00
2.154000E+11 1.000e+17 325 1.227306450E+00 1.230760057E+00
3.162000E+11 1.000e+17 325 1.228748605E+00 1.231105478E+00
4.642000E+11 1.000e+17 325 1.229956568E+00 1.231560638E+00
6.813000E+11 1.000e+17 325 1.231047970E+00 1.232893614E+00
1.000000E+12 1.000e+17 325 1.232514385E+00 1.237476768E+00
1.468000E+12 1.000e+17 325 1.237800287E+00 1.238315678E+00
2.154000E+12 1.000e+17 325 1.238938697E+00 1.239285389E+00
3.162000E+12 1.000e+17 325 1.239866246E+00 1.240100925E+00
4.642000E+12 1.000e+17 325 1.246372246E+00 1.246540726E+00
6.813000E+12 1.000e+17 325 1.255867023E+00 1.257494834E+00
1.000000E+13 1.000e+17 325 1.258416225E+00 1.258210669E+00
