N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+17 330 1.172202929E+00 1.237208407E+00
1.468000E+10 1.000e+17 330 1.187039945E+00 1.237235564E+00
2.154000E+10 1.000e+17 330 1.200510642E+00 1.237275518E+00
3.162000E+10 1.000e+17 330 1.210935207E+00 1.237333463E+00
4.642000E+10 1.000e+17 330 1.218748928E+00 1.237417225E+00
6.813000E+10 1.000e+17 330 1.224485570E+00 1.237538195E+00
1.000000E+11 1.000e+17 330 1.228660669E+00 1.237710914E+00
1.468000E+11 1.000e+17 330 1.231717998E+00 1.237954700E+00
2.154000E+11 1.000e+17 330 1.234015215E+00 1.238293389E+00
3.162000E+11 1.000e+17 330 1.235828301E+00 1.238752657E+00
4.642000E+11 1.000e+17 330 1.237363674E+00 1.239356956E+00
6.813000E+11 1.000e+17 330 1.238765083E+00 1.240120550E+00
1.000000E+12 1.000e+17 330 1.240118754E+00 1.241038628E+00
1.468000E+12 1.000e+17 330 1.241484128E+00 1.242105810E+00
2.154000E+12 1.000e+17 330 1.243237311E+00 1.247208508E+00
3.162000E+12 1.000e+17 330 1.248974942E+00 1.249263245E+00
4.642000E+12 1.000e+17 330 1.250065581E+00 1.250261665E+00
6.813000E+12 1.000e+17 330 1.250953369E+00 1.251592982E+00
1.000000E+13 1.000e+17 330 1.257794582E+00 1.260203596E+00
