N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+17 330 1.125888938E+00 1.160439514E+00
1.468000E+10 1.000e+17 330 1.133181523E+00 1.161031653E+00
2.154000E+10 1.000e+17 330 1.141107060E+00 1.161876327E+00
3.162000E+10 1.000e+17 330 1.148148202E+00 1.163064591E+00
4.642000E+10 1.000e+17 330 1.154087316E+00 1.164707757E+00
6.813000E+10 1.000e+17 330 1.159399582E+00 1.165960723E+00
1.000000E+11 1.000e+17 330 1.164497905E+00 1.166565593E+00
1.468000E+11 1.000e+17 330 1.166533173E+00 1.169121327E+00
2.154000E+11 1.000e+17 330 1.171000915E+00 1.173591588E+00
3.162000E+11 1.000e+17 330 1.176656333E+00 1.177080008E+00
4.642000E+11 1.000e+17 330 1.181438682E+00 1.182721825E+00
6.813000E+11 1.000e+17 330 1.186565407E+00 1.187474110E+00
1.000000E+12 1.000e+17 330 1.189570878E+00 1.190219468E+00
1.468000E+12 1.000e+17 330 1.193234475E+00 1.193681593E+00
2.154000E+12 1.000e+17 330 1.196718693E+00 1.197031747E+00
3.162000E+12 1.000e+17 330 1.199954684E+00 1.200172495E+00
4.642000E+12 1.000e+17 330 1.202397089E+00 1.202547065E+00
6.813000E+12 1.000e+17 330 1.207702443E+00 1.208090472E+00
1.000000E+13 1.000e+17 330 1.20941606E+00 1.20941606E+00
