N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+17 335 1.167586728E+00 1.243768499E+00
1.468000E+10 1.000e+17 335 1.184750630E+00 1.243804625E+00
2.154000E+10 1.000e+17 335 1.200130993E+00 1.243856984E+00
3.162000E+10 1.000e+17 335 1.212265910E+00 1.243933209E+00
4.642000E+10 1.000e+17 335 1.221502117E+00 1.244043804E+00
6.813000E+10 1.000e+17 335 1.227221522E+00 1.244202917E+00
1.000000E+11 1.000e+17 335 1.231195917E+00 1.244430313E+00
1.468000E+11 1.000e+17 335 1.235140499E+00 1.244751112E+00
2.154000E+11 1.000e+17 335 1.238993714E+00 1.245196127E+00
3.162000E+11 1.000e+17 335 1.242212430E+00 1.245799170E+00
4.642000E+11 1.000e+17 335 1.244141908E+00 1.246591312E+00
6.813000E+11 1.000e+17 335 1.245921623E+00 1.247590422E+00
1.000000E+12 1.000e+17 335 1.247654126E+00 1.248788982E+00
1.468000E+12 1.000e+17 335 1.249396894E+00 1.250162762E+00
2.154000E+12 1.000e+17 335 1.251318282E+00 1.251837363E+00
3.162000E+12 1.000e+17 335 1.253077853E+00 1.253428693E+00
4.642000E+12 1.000e+17 335 1.258987304E+00 1.259235997E+00
6.813000E+12 1.000e+17 335 1.260357391E+00 1.260528311E+00
1.000000E+13 1.000e+17 335 1.261594588E+00 1.261744312E+00
