N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+17 310 1.173935869E+00 1.215336774E+00
1.468000E+10 1.000e+17 310 1.182793921E+00 1.215345664E+00
2.154000E+10 1.000e+17 310 1.189393792E+00 1.215358487E+00
3.162000E+10 1.000e+17 310 1.194191057E+00 1.215377154E+00
4.642000E+10 1.000e+17 310 1.197619687E+00 1.215404197E+00
6.813000E+10 1.000e+17 310 1.200046593E+00 1.215443092E+00
1.000000E+11 1.000e+17 310 1.206124168E+00 1.215596531E+00
1.468000E+11 1.000e+17 310 1.207389810E+00 1.217089256E+00
2.154000E+11 1.000e+17 310 1.208313040E+00 1.219245339E+00
3.162000E+11 1.000e+17 310 1.214565679E+00 1.222337547E+00
4.642000E+11 1.000e+17 310 1.215173777E+00 1.226269417E+00
6.813000E+11 1.000e+17 310 1.219635184E+00 1.226546579E+00
1.000000E+12 1.000e+17 310 1.226452745E+00 1.226883815E+00
1.468000E+12 1.000e+17 310 1.226980677E+00 1.227271578E+00
2.154000E+12 1.000e+17 310 1.227509746E+00 1.227704678E+00
3.162000E+12 1.000e+17 310 1.228081783E+00 1.228213680E+00
4.642000E+12 1.000e+17 310 1.228538048E+00 1.228627326E+00
6.813000E+12 1.000e+17 310 1.239814016E+00 1.239879754E+00
1.000000E+13 1.000e+17 310 1.240199477E+00 1.240243654E+00
