N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+17 295 1.163557279E+00 1.209611822E+00
1.468000E+10 1.000e+17 295 1.168082094E+00 1.209615867E+00
2.154000E+10 1.000e+17 295 1.175249997E+00 1.209621485E+00
3.162000E+10 1.000e+17 295 1.180940593E+00 1.209629482E+00
4.642000E+10 1.000e+17 295 1.184874670E+00 1.209640955E+00
6.813000E+10 1.000e+17 295 1.193147239E+00 1.209657449E+00
1.000000E+11 1.000e+17 295 1.197001336E+00 1.209681050E+00
1.468000E+11 1.000e+17 295 1.197662823E+00 1.209714532E+00
2.154000E+11 1.000e+17 295 1.198137671E+00 1.209761365E+00
3.162000E+11 1.000e+17 295 1.198491544E+00 1.209825601E+00
4.642000E+11 1.000e+17 295 1.202130597E+00 1.209911357E+00
6.813000E+11 1.000e+17 295 1.209705805E+00 1.210021787E+00
1.000000E+12 1.000e+17 295 1.209944186E+00 1.210157642E+00
1.468000E+12 1.000e+17 295 1.210171910E+00 1.210315852E+00
2.154000E+12 1.000e+17 295 1.210399426E+00 1.210496765E+00
3.162000E+12 1.000e+17 295 1.219693258E+00 1.221897774E+00
4.642000E+12 1.000e+17 295 1.233097121E+00 1.234817623E+00
6.813000E+12 1.000e+17 295 1.234969852E+00 1.235006473E+00
1.000000E+13 1.000e+17 295 1.235153582E+00 1.235629262E+00
