d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.326093729E+00 1.261088206E+00 6.500552300E-02 1.325063208E+00 1.260798523E+00 6.426468500E-02 1.030521000E-03 2.896830000E-04
150 295 1.324159692E+00 1.260886925E+00 6.327276700E-02 1.323198943E+00 1.260620336E+00 6.257860700E-02 9.607490000E-04 2.665890000E-04
150 300 1.323105248E+00 1.261321654E+00 6.178359400E-02 1.322222979E+00 1.261083265E+00 6.113971400E-02 8.822690000E-04 2.383890000E-04
150 305 1.322928169E+00 1.262924186E+00 6.000398300E-02 1.322128878E+00 1.262705471E+00 5.942340700E-02 7.992910000E-04 2.187150000E-04
150 310 1.323611102E+00 1.265270585E+00 5.834051700E-02 1.322894041E+00 1.265068067E+00 5.782597400E-02 7.170610000E-04 2.025180000E-04
150 315 1.325238540E+00 1.267857246E+00 5.738129400E-02 1.324598019E+00 1.267670226E+00 5.692779300E-02 6.405210000E-04 1.870200000E-04
150 320 1.327692914E+00 1.271297472E+00 5.639544200E-02 1.327119554E+00 1.271113714E+00 5.600584000E-02 5.733600000E-04 1.837580000E-04
150 325 1.330730168E+00 1.274889206E+00 5.584096200E-02 1.330211424E+00 1.274704651E+00 5.550677300E-02 5.187440000E-04 1.845550000E-04
150 330 1.334083749E+00 1.278141252E+00 5.594249700E-02 1.333604556E+00 1.277953820E+00 5.565073600E-02 4.791930000E-04 1.874320000E-04
150 335 1.337796122E+00 1.281666846E+00 5.612927600E-02 1.337340757E+00 1.281464093E+00 5.587666400E-02 4.553650000E-04 2.027530000E-04
150 340 1.341415267E+00 1.284850729E+00 5.656453800E-02 1.340967574E+00 1.284625151E+00 5.634242300E-02 4.476930000E-04 2.255780000E-04
180 290 1.324876248E+00 1.261393991E+00 6.348225700E-02 1.323865985E+00 1.261104433E+00 6.276155200E-02 1.010263000E-03 2.895580000E-04
180 295 1.322659342E+00 1.260894286E+00 6.176505600E-02 1.321717863E+00 1.260627690E+00 6.109017300E-02 9.414790000E-04 2.665960000E-04
180 300 1.321417872E+00 1.261082835E+00 6.033503700E-02 1.320554543E+00 1.260844711E+00 5.970983200E-02 8.633290000E-04 2.381240000E-04
180 305 1.321187709E+00 1.262653014E+00 5.853469500E-02 1.320407273E+00 1.262434967E+00 5.797230600E-02 7.804360000E-04 2.180470000E-04
180 310 1.322114854E+00 1.265179073E+00 5.693578100E-02 1.321416057E+00 1.264977305E+00 5.643875200E-02 6.987970000E-04 2.017680000E-04
180 315 1.323752732E+00 1.267766297E+00 5.598643500E-02 1.323128875E+00 1.267579921E+00 5.554895400E-02 6.238570000E-04 1.863760000E-04
180 320 1.326459206E+00 1.271369589E+00 5.508961700E-02 1.325901284E+00 1.271188599E+00 5.471268500E-02 5.579220000E-04 1.809900000E-04
