fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_300 001_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.597700541E-16 1.000000000E+20 1.252907726E+00 3.100396702E-16 6.262649460E-04 
001_300_SRH 001_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.033516091E-16 1.000000000E+20 1.276103001E+00 3.050224144E-16 2.001617199E-03 
002_300 002_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.511899242E-16 1.000000000E+20 1.256602149E+00 4.514947261E-16 8.091192654E-04 
002_300_SRH 002_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.970520283E-16 1.000000000E+20 1.276126557E+00 4.476943397E-16 2.008913312E-03 
003_300 003_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.837774274E-16 1.000000000E+20 1.259201030E+00 6.591465930E-16 1.006831499E-03 
003_300_SRH 003_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.329783374E-16 1.000000000E+20 1.276160631E+00 6.570884463E-16 2.019579655E-03 
004_300 004_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.175059887E-15 1.000000000E+20 1.261026475E+00 9.639258847E-16 1.208468758E-03 
004_300_SRH 004_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.291132423E-16 1.000000000E+20 1.276209709E+00 9.643956531E-16 2.035143839E-03 
005_300 005_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.448924600E-15 1.000000000E+20 1.262318105E+00 1.411212578E-15 1.404143656E-03 
005_300_SRH 005_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.099799339E-16 1.000000000E+20 1.276279811E+00 1.415375049E-15 2.057794059E-03 
006_300 006_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.845968982E-15 1.000000000E+20 1.271830110E+00 2.079857073E-15 1.589982620E-03 
006_300_SRH 006_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.307876515E-15 1.000000000E+20 1.276378789E+00 2.077146310E-15 2.090629138E-03 
