N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.700388780E-01 -1.671017710E-01 -1.639268790E-01 -1.606305530E-01
1.600000000E+01 3.061173800E-02 3.058040900E-02 3.007823900E-02 2.968823800E-02
1.700000000E+01 7.480796600E-02 7.361120700E-02 7.135005200E-02 7.086414800E-02
1.549996187E+01 3.423992000E-03 -1.798860000E-04 -1.801356000E-03 -3.602587000E-03
1.649996187E+01 5.535214200E-02 5.615930500E-02 5.619694500E-02 5.625830900E-02
1.674996808E+01 6.798534100E-02 6.626347700E-02 6.645248400E-02 6.620950800E-02
1.624993176E+01 4.221919900E-02 4.251883800E-02 4.275580600E-02 4.292395300E-02
1.574996808E+01 2.105532500E-02 1.990099200E-02 1.885617100E-02 1.888241200E-02
1.524993176E+01 -4.807399900E-02 -5.652083000E-02 -6.347329300E-02 -6.951287100E-02
