T(K) Nd(cm-3) Mu(cm2/Vs)
348 2.79259E+16 7.10372E+2
402 3.07897E+17 3.27893E+2
426 3.03409E+17 3.12195E+2
383 1.54742E+16 6.69978E+2
264 4.87789E+18 2.16306E+2
491 5.64128E+18 1.29115E+2
254 3.14253E+17 4.41531E+2
311 1.09549E+17 5.59245E+2
477 6.15874E+17 2.30153E+2
379 7.67534E+17 2.59407E+2
294 8.01040E+17 3.01691E+2
294 9.51974E+18 1.79565E+2
441 4.35536E+16 4.58844E+2
426 3.51808E+17 2.99480E+2
231 5.81017E+16 8.58281E+2
274 4.96410E+16 8.02057E+2
478 1.98779E+18 1.67470E+2
419 1.18658E+16 5.83937E+2
384 3.80911E+18 1.69737E+2
357 1.69056E+16 7.44375E+2
378 7.83337E+18 1.50797E+2
223 6.38820E+18 2.38347E+2
467 1.43130E+17 3.39220E+2
342 3.11004E+17 3.70152E+2
267 8.85404E+17 3.11230E+2
446 2.11260E+17 3.27847E+2
310 7.76497E+16 6.26843E+2
473 5.74283E+18 1.32723E+2
438 1.38632E+16 5.28107E+2
418 4.53208E+17 2.82574E+2
454 3.31644E+17 2.85814E+2
404 1.13734E+16 6.27821E+2
460 3.38568E+18 1.51707E+2
398 2.44834E+18 1.82757E+2
221 1.96411E+16 1.29942E+3
287 3.29036E+18 2.17317E+2
246 1.48666E+16 1.27930E+3
493 5.51331E+16 3.68846E+2
439 3.74972E+18 1.53766E+2
380 4.63432E+16 5.67151E+2
398 1.66555E+18 2.01303E+2
200 3.66919E+18 2.85570E+2
346 7.92364E+17 2.73269E+2
368 4.30755E+17 3.16653E+2
318 2.73858E+17 4.05852E+2
364 1.90643E+16 7.09202E+2
358 2.88004E+17 3.67054E+2
208 2.09704E+18 3.06011E+2
382 1.38959E+18 2.17405E+2
353 5.73354E+18 1.67793E+2
212 1.06268E+18 3.48673E+2
390 3.09717E+18 1.75731E+2
396 4.12970E+18 1.63235E+2
358 1.35478E+16 7.62666E+2
268 2.05011E+17 4.96648E+2
418 6.33252E+16 4.66968E+2
304 8.32683E+16 6.23114E+2
408 3.53051E+17 3.10736E+2
286 5.84852E+17 3.36712E+2
311 6.02341E+16 6.73996E+2
479 1.49140E+16 4.43004E+2
299 7.20525E+17 3.07835E+2
475 6.60309E+18 1.28806E+2
319 5.33939E+18 1.83765E+2
375 1.78041E+17 4.10359E+2
453 1.75234E+16 4.87326E+2
300 3.52582E+17 3.86003E+2
360 3.69220E+18 1.79544E+2
351 8.45936E+16 5.42192E+2
383 6.07445E+17 2.76523E+2
469 6.13952E+17 2.33997E+2
377 4.22885E+16 5.84660E+2
360 2.89083E+17 3.65127E+2
490 8.96343E+17 2.02732E+2
283 4.90811E+17 3.58339E+2
412 2.27111E+18 1.81360E+2
315 4.04599E+17 3.58390E+2
265 1.15487E+18 2.91448E+2
254 5.01734E+17 3.79510E+2
398 9.82684E+17 2.32957E+2
309 1.18671E+18 2.61348E+2
420 4.36018E+17 2.84358E+2
