T(K) Nd(cm-3) Mu(cm2/Vs)
200 1.00000E+16 2.18039E+3
200 1.15140E+16 2.09914E+3
200 1.32571E+16 2.01672E+3
200 1.52642E+16 1.93348E+3
200 1.75751E+16 1.84998E+3
200 2.02359E+16 1.76658E+3
200 2.32995E+16 1.68365E+3
200 2.68270E+16 1.60178E+3
200 3.08884E+16 1.52118E+3
200 3.55648E+16 1.44234E+3
200 4.09492E+16 1.36560E+3
200 4.71487E+16 1.29113E+3
200 5.42868E+16 1.21933E+3
200 6.25055E+16 1.15043E+3
200 7.19686E+16 1.08461E+3
200 8.28643E+16 1.02178E+3
200 9.54095E+16 9.62244E+2
200 1.09854E+17 9.06043E+2
200 1.26486E+17 8.52920E+2
200 1.45635E+17 8.03099E+2
200 1.67683E+17 7.56228E+2
200 1.93070E+17 7.12506E+2
200 2.22300E+17 6.71511E+2
200 2.55955E+17 6.33433E+2
200 2.94705E+17 5.98146E+2
200 3.39322E+17 5.65160E+2
200 3.90694E+17 5.34398E+2
200 4.49843E+17 5.05890E+2
200 5.17947E+17 4.79394E+2
200 5.96362E+17 4.54950E+2
200 6.86649E+17 4.32231E+2
200 7.90604E+17 4.10912E+2
200 9.10298E+17 3.91239E+2
200 1.04811E+18 3.73090E+2
200 1.20679E+18 3.55977E+2
200 1.38950E+18 3.40167E+2
200 1.59986E+18 3.25556E+2
200 1.84207E+18 3.11694E+2
200 2.12095E+18 2.98855E+2
200 2.44205E+18 2.86959E+2
200 2.81177E+18 2.75760E+2
200 3.23746E+18 2.65361E+2
200 3.72759E+18 2.55538E+2
200 4.29193E+18 2.46398E+2
200 4.94171E+18 2.37735E+2
200 5.68987E+18 2.29655E+2
200 6.55129E+18 2.22114E+2
200 7.54312E+18 2.14930E+2
200 8.68511E+18 2.08211E+2
206 1.00000E+16 2.10414E+3
206 1.15140E+16 2.02939E+3
206 1.32571E+16 1.95325E+3
206 1.52642E+16 1.87608E+3
206 1.75751E+16 1.79826E+3
206 2.02359E+16 1.72021E+3
206 2.32995E+16 1.64233E+3
206 2.68270E+16 1.56494E+3
206 3.08884E+16 1.48860E+3
206 3.55648E+16 1.41352E+3
206 4.09492E+16 1.34013E+3
206 4.71487E+16 1.26876E+3
206 5.42868E+16 1.19955E+3
206 6.25055E+16 1.13287E+3
206 7.19686E+16 1.06893E+3
206 8.28643E+16 1.00790E+3
206 9.54095E+16 9.49684E+2
206 1.09854E+17 8.94553E+2
206 1.26486E+17 8.42309E+2
206 1.45635E+17 7.93171E+2
206 1.67683E+17 7.47115E+2
206 1.93070E+17 7.03815E+2
206 2.22300E+17 6.63448E+2
206 2.55955E+17 6.25622E+2
206 2.94705E+17 5.90507E+2
206 3.39322E+17 5.57667E+2
206 3.90694E+17 5.27275E+2
206 4.49843E+17 4.98869E+2
206 5.17947E+17 4.72716E+2
206 5.96362E+17 4.48346E+2
206 6.86649E+17 4.25704E+2
206 7.90604E+17 4.04658E+2
206 9.10298E+17 3.85080E+2
206 1.04811E+18 3.66853E+2
206 1.20679E+18 3.50032E+2
206 1.38950E+18 3.34342E+2
206 1.59986E+18 3.19686E+2
206 1.84207E+18 3.06139E+2
206 2.12095E+18 2.93450E+2
206 2.44205E+18 2.81702E+2
206 2.81177E+18 2.70663E+2
206 3.23746E+18 2.60273E+2
