N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 315 1.800E-4 1.034428488E+00 1.060143603E+00
1.468000E+10 1.000E+17 315 1.800E-4 1.040370168E+00 1.061085344E+00
2.154000E+10 1.000E+17 315 1.800E-4 1.046202934E+00 1.062416148E+00
3.162000E+10 1.000E+17 315 1.800E-4 1.051867016E+00 1.064266280E+00
4.642000E+10 1.000E+17 315 1.800E-4 1.057457944E+00 1.066782483E+00
6.813000E+10 1.000E+17 315 1.800E-4 1.063168947E+00 1.070104704E+00
1.000000E+11 1.000E+17 315 1.800E-4 1.069204003E+00 1.074328317E+00
1.468000E+11 1.000E+17 315 1.800E-4 1.075687806E+00 1.079456874E+00
2.154000E+11 1.000E+17 315 1.800E-4 1.082606098E+00 1.085367308E+00
3.162000E+11 1.000E+17 315 1.800E-4 1.089802361E+00 1.091816051E+00
4.642000E+11 1.000E+17 315 1.800E-4 1.097033895E+00 1.098494925E+00
6.813000E+11 1.000E+17 315 1.800E-4 1.104054586E+00 1.105108852E+00
1.000000E+12 1.000E+17 315 1.800E-4 1.110675495E+00 1.111431938E+00
1.468000E+12 1.000E+17 315 1.800E-4 1.116780928E+00 1.117320544E+00
2.154000E+12 1.000E+17 315 1.800E-4 1.122314621E+00 1.122697265E+00
3.162000E+12 1.000E+17 315 1.800E-4 1.127259931E+00 1.127529648E+00
4.642000E+12 1.000E+17 315 1.800E-4 1.131729182E+00 1.131929168E+00
6.813000E+12 1.000E+17 315 1.800E-4 1.135773715E+00 1.135914786E+00
1.000000E+13 1.000E+17 315 1.800E-4 1.139619730E+00 1.139720306E+00
