N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 -4.323959200E-02 -5.076796700E-02 -5.853693200E-02 -6.732489400E-02
1.016672606E+01 -4.301873800E-02 -5.040232200E-02 -5.798062100E-02 -6.652871700E-02
1.033324570E+01 -4.269715100E-02 -4.987172600E-02 -5.717648800E-02 -6.538294400E-02
1.049996187E+01 -4.223065100E-02 -4.910582500E-02 -5.602236000E-02 -6.374899900E-02
1.066670514E+01 -4.155759600E-02 -4.800874400E-02 -5.438281400E-02 -6.144925000E-02
1.083333839E+01 -4.059417100E-02 -4.645470200E-02 -5.208793200E-02 -5.827288000E-02
1.100000000E+01 -3.923079500E-02 -4.428840000E-02 -4.894317400E-02 -5.400175100E-02
1.116672606E+01 -3.733295000E-02 -4.133695100E-02 -4.476103000E-02 -4.847003900E-02
1.133324570E+01 -3.475230800E-02 -3.745883400E-02 -3.945488800E-02 -4.166405500E-02
1.149996187E+01 -3.135694900E-02 -3.256261100E-02 -3.301985200E-02 -3.383982800E-02
1.166670514E+01 -2.708780600E-02 -2.671301600E-02 -2.580823100E-02 -2.558255800E-02
1.183333839E+01 -2.203612700E-02 -2.028750700E-02 -1.842672000E-02 -1.770332200E-02
1.200000000E+01 -1.650678800E-02 -1.383419200E-02 -1.161709900E-02 -1.095406600E-02
1.216672606E+01 -1.100129200E-02 -8.018045000E-03 -5.991257000E-03 -5.732173000E-03
1.233324570E+01 -6.074785000E-03 -3.319345000E-03 -1.760924000E-03 -2.009402000E-03
1.249996187E+01 -2.126717000E-03 1.231350000E-04 1.154107000E-03 4.935270000E-04
1.266670514E+01 7.199010000E-04 2.421257000E-03 3.053482000E-03 2.088211000E-03
1.283333839E+01 2.576420000E-03 3.818277000E-03 4.159284000E-03 3.013312000E-03
1.300000000E+01 3.602087000E-03 4.523112000E-03 4.676405000E-03 3.424543000E-03
