N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 -1.467856170E-01 -1.394497240E-01 -1.320608410E-01 -1.245273830E-01
1.016672606E+01 -1.468558500E-01 -1.395681050E-01 -1.322430290E-01 -1.247905700E-01
1.033324570E+01 -1.469584380E-01 -1.397407380E-01 -1.325081700E-01 -1.251727560E-01
1.049996187E+01 -1.471079540E-01 -1.399917220E-01 -1.328925510E-01 -1.257250250E-01
1.066670514E+01 -1.473251900E-01 -1.403550320E-01 -1.334466360E-01 -1.265173920E-01
1.083333839E+01 -1.476392940E-01 -1.408775760E-01 -1.342387260E-01 -1.276425030E-01
1.100000000E+01 -1.480903630E-01 -1.416222000E-01 -1.353576260E-01 -1.292165080E-01
1.116672606E+01 -1.487316570E-01 -1.426691950E-01 -1.369113470E-01 -1.313724030E-01
1.133324570E+01 -1.496303400E-01 -1.441134410E-01 -1.390171110E-01 -1.342387730E-01
1.149996187E+01 -1.508639440E-01 -1.460523680E-01 -1.417756460E-01 -1.378961930E-01
1.166670514E+01 -1.525083340E-01 -1.485585780E-01 -1.452240610E-01 -1.423099230E-01
1.183333839E+01 -1.546118800E-01 -1.516333340E-01 -1.492708740E-01 -1.472576320E-01
1.200000000E+01 -1.571535030E-01 -1.551482810E-01 -1.536393460E-01 -1.523009790E-01
1.216672606E+01 -1.517535000E-01 -1.394260210E-01 -1.294513920E-01 -1.235098870E-01
1.233324570E+01 -1.209303850E-01 -1.102250390E-01 -1.035432180E-01 -1.009868480E-01
1.249996187E+01 -9.502126300E-02 -8.797446600E-02 -8.474631700E-02 -8.472066200E-02
1.266670514E+01 -7.564050000E-02 -7.216442500E-02 -7.128641600E-02 -7.261848500E-02
1.283333839E+01 -6.212005000E-02 -6.098045800E-02 -6.128562400E-02 -6.319117000E-02
1.300000000E+01 -5.277568800E-02 -5.279282500E-02 -5.358520200E-02 -5.571232800E-02
