fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00S1 7:38 298.2 38.88 1.000E+000 8.394E+000 6.044E-011 6.875E+002 2.709E+000 3.968E-006 1.348E-005 8.897E-003 1.331E-005 2.964E-008 2.503E-001 4.500E-003 6.437E-006 3.179E-003 
00S2 7:57 302 38.39 1.000E+000 8.666E+000 1.002E-010 7.059E+002 2.712E+000 4.790E-006 1.583E-005 1.063E-002 1.563E-005 4.161E-008 2.504E-001 5.300E-003 7.704E-006 7.746E-002 
00S3 8:14 304.9 38.03 1.000E+000 8.472E+000 1.609E-010 7.197E+002 2.700E+000 5.455E-006 1.334E-005 9.064E-003 1.317E-005 2.990E-008 2.504E-001 4.500E-003 6.500E-006 8.199E-004 
00S4 8:35 308.1 37.63 1.000E+000 8.122E+000 2.462E-010 7.346E+002 2.677E+000 6.249E-006 1.439E-005 9.885E-003 1.422E-005 3.521E-008 2.505E-001 4.900E-003 7.042E-006 1.136E-003 
00S5 8:54 310.9 37.29 1.000E+000 6.994E+000 3.849E-010 7.473E+002 2.663E+000 7.068E-006 1.130E-005 7.829E-003 1.118E-005 2.193E-008 2.505E-001 3.900E-003 5.481E-006 4.803E-004 
00S6 9:15 313.6 36.97 1.000E+000 5.485E+000 5.865E-010 7.591E+002 2.654E+000 8.087E-006 1.426E-005 9.913E-003 1.415E-005 3.515E-008 2.507E-001 5.000E-003 6.888E-006 3.643E-003 
00S7 9:34 316.1 36.68 1.000E+000 4.546E+000 7.972E-010 7.696E+002 2.576E+000 8.114E-006 1.225E-005 8.611E-003 1.217E-005 2.627E-008 2.506E-001 4.300E-003 5.967E-006 1.995E-003 
00S8 9:56 318.7 36.38 1.000E+000 4.040E+000 1.258E-009 7.800E+002 2.634E+000 1.032E-005 1.599E-005 1.113E-002 1.590E-005 4.444E-008 2.510E-001 5.600E-003 7.793E-006 2.856E-002 
00S9 10:17 321.3 36.09 1.000E+000 4.269E+000 1.813E-009 7.897E+002 2.618E+000 1.157E-005 1.375E-005 9.570E-003 1.367E-005 3.283E-008 2.510E-001 4.800E-003 6.696E-006 6.134E-004 
0S10 10:38 324.3 35.75 1.000E+000 3.861E+000 2.782E-009 8.001E+002 2.610E+000 1.340E-005 1.486E-005 1.027E-002 1.478E-005 3.813E-008 2.512E-001 5.100E-003 7.332E-006 5.391E-004 
0S11 11:0 327.1 35.45 1.000E+000 5.839E+000 3.928E-009 8.088E+002 2.551E+000 1.410E-005 1.361E-005 9.417E-003 1.350E-005 3.193E-008 2.511E-001 4.700E-003 6.651E-006 3.371E-002 
0S12 11:23 329.8 35.16 1.000E+000 8.403E+000 5.886E-009 8.163E+002 2.586E+000 1.720E-005 1.558E-005 1.055E-002 1.539E-005 4.084E-008 2.515E-001 5.300E-003 7.559E-006 4.967E-003 
0S13 11:46 332.4 34.88 1.000E+000 1.136E+001 7.662E-009 8.226E+002 2.660E+000 2.128E-005 1.650E-005 1.088E-002 1.622E-005 4.444E-008 2.517E-001 5.500E-003 7.931E-006 1.864E-003 
