T nFsrh nFBsrh dnsrh nF nFB dn
290 1.159674906E+00 1.010137053E+0 1.495378530E-01 1.159674906E+00 1.010137053E+0 1.495378530E-01
295 1.157025687E+00 1.009887848E+0 1.471378390E-01 1.157025687E+00 1.009887848E+0 1.471378390E-01
300 1.161631647E+00 1.009655495E+0 1.519761520E-01 1.161631647E+00 1.009655495E+0 1.519761520E-01
305 1.165205185E+00 1.009438528E+0 1.557666570E-01 1.165205185E+00 1.009438528E+0 1.557666570E-01
310 1.166008893E+00 1.009235639E+0 1.567732540E-01 1.166008893E+00 1.009235639E+0 1.567732540E-01
315 1.145242500E+00 1.009045659E+0 1.361968410E-01 1.145242500E+00 1.009045659E+0 1.361968410E-01
320 1.129151528E+00 1.008867537E+0 1.202839910E-01 1.129151528E+00 1.008867537E+0 1.202839910E-01
325 1.112434756E+00 1.008700331E+0 1.037344250E-01 1.112434756E+00 1.008700331E+0 1.037344250E-01
330 1.088633437E+00 1.008543192E+0 8.009024500E-02 1.088633437E+00 1.008543192E+0 8.009024500E-02
335 1.024594746E+00 1.008395351E+0 1.619939500E-02 1.024594746E+00 1.008395351E+0 1.619939500E-02
340 1.006531125E+00 1.008256115E+0 -1.724990000E-03 1.006531125E+00 1.008256115E+0 -1.724990000E-03
