T nFsrh nFBsrh dnsrh nF nFB dn
290 1.183875867E+00 1.423145741E+0 -2.392698740E-01 1.183875867E+00 1.423145741E+0 -2.392698740E-01
295 1.186327704E+00 1.352981153E+0 -1.666534490E-01 1.186327704E+00 1.352981153E+0 -1.666534490E-01
300 1.194092398E+00 1.295518723E+0 -1.014263250E-01 1.194092398E+00 1.295518723E+0 -1.014263250E-01
305 1.192189506E+00 1.248378935E+0 -5.618942900E-02 1.192189506E+00 1.248378935E+0 -5.618942900E-02
310 1.199186023E+00 1.209611329E+0 -1.042530600E-02 1.199186023E+00 1.209611329E+0 -1.042530600E-02
315 1.201480765E+00 1.177632126E+0 2.384863900E-02 1.201480765E+00 1.177632126E+0 2.384863900E-02
320 1.204341865E+00 1.151162522E+0 5.317934300E-02 1.204341865E+00 1.151162522E+0 5.317934300E-02
325 1.210292392E+00 1.129173008E+0 8.111938400E-02 1.210292392E+00 1.129173008E+0 8.111938400E-02
330 1.215337656E+00 1.110835638E+0 1.045020180E-01 1.215337656E+00 1.110835638E+0 1.045020180E-01
335 1.219185784E+00 1.095484333E+0 1.237014510E-01 1.219185784E+00 1.095484333E+0 1.237014510E-01
340 1.221532302E+00 1.082582521E+0 1.389497810E-01 1.221532302E+00 1.082582521E+0 1.389497810E-01
