fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
DL10 13:09:34 296.2 39.14 1.000E+000 7.160E-001 2.559E-011 1.000E+012 2.930E+000 3.981E-006 2.688E-005 1.533E-001 2.688E-005 1.587E-006 3.853E-001 9.290E-002 1.707E-005 9.256E-003 
DL11 13:14:40 296.2 39.14 1.000E+000 7.473E-001 2.679E-011 1.000E+012 3.000E+000 4.395E-006 2.836E-005 1.539E-001 2.836E-005 1.670E-006 3.827E-001 9.300E-002 1.794E-005 3.250E-003 
DL12 13:23:12 296.3 39.13 1.000E+000 7.249E-001 2.636E-011 1.000E+012 2.956E+000 4.144E-006 2.828E-005 1.554E-001 2.828E-005 1.696E-006 3.859E-001 9.420E-002 1.798E-005 1.129E-002 
DL13 13:25:48 296.2 39.14 1.000E+000 7.298E-001 2.637E-011 1.000E+012 2.971E+000 4.238E-006 2.792E-005 1.538E-001 2.792E-005 1.648E-006 3.839E-001 9.300E-002 1.770E-005 4.850E-003 
DL14 13:29:30 296.3 39.13 1.000E+000 6.911E-001 2.545E-011 1.000E+012 2.904E+000 3.807E-006 2.792E-005 1.574E-001 2.792E-005 1.713E-006 3.900E-001 9.580E-002 1.787E-005 1.821E-002 
DL15 13:33:12 296.3 39.13 1.000E+000 6.787E-001 2.538E-011 1.000E+012 2.899E+000 3.792E-006 2.744E-005 1.562E-001 2.744E-005 1.668E-006 3.892E-001 9.510E-002 1.752E-005 1.857E-002 
DL16 13:36:44 296.3 39.13 1.000E+000 7.143E-001 2.636E-011 1.000E+012 2.947E+000 4.106E-006 2.853E-005 1.561E-001 2.853E-005 1.723E-006 3.869E-001 9.480E-002 1.816E-005 9.523E-003 
DL17 13:40:40 296.3 39.13 1.000E+000 7.253E-001 2.654E-011 1.000E+012 2.949E+000 4.089E-006 2.891E-005 1.574E-001 2.891E-005 1.765E-006 3.879E-001 9.560E-002 1.844E-005 2.180E-002 
DL18 13:44:28 296.3 39.13 1.000E+000 7.017E-001 2.600E-011 1.000E+012 2.925E+000 3.963E-006 2.786E-005 1.557E-001 2.786E-005 1.681E-006 3.876E-001 9.460E-002 1.775E-005 1.084E-002 
DL19 13:48:42 296.3 39.13 1.000E+000 7.063E-001 2.594E-011 1.000E+012 2.910E+000 3.881E-006 2.828E-005 1.572E-001 2.828E-005 1.732E-006 3.896E-001 9.570E-002 1.808E-005 1.142E-002 
